category_no,category_name,view_cnt,fixed_tags,cate_img,captured_at_utc,platform
40095,슬러거,0,"['스포츠게임', 'PC']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/8142670d90421860c.jpg,2025-08-20T05:34:47.419402+00:00,soop
40099,트리 오브 세이비어,0,"['MMORPG', '어드벤처']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/7961670d90442a5a2.jpg,2025-08-20T05:34:47.419402+00:00,soop
40103,레전드 오브 룬테라,0,"['TCG', '전략', '라이엇게임즈']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/6130670d90463b339.png,2025-08-20T05:34:47.419402+00:00,soop
40106,스컬: 더 히어로 슬레이어,0,"['인디게임', '로그라이크']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/3032670d90484b22d.jpg,2025-08-20T05:34:47.419402+00:00,soop
40108,콜 오브 듀티,0,"['슈팅', '액션']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/3875670d904a5d162.jpg,2025-08-20T05:34:47.419402+00:00,soop
40111,모여봐요 동물의 숲,0,"['시뮬레이션', '오픈월드']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/6741670d904c6d16b.png,2025-08-20T05:34:47.419402+00:00,soop
40114,폴 가이즈,0,"['플랫폼게임', '배틀로얄', '캐주얼']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/6850670d904d75997.jpg,2025-08-20T05:34:47.419402+00:00,soop
40115,어몽 어스,0,"['마피아', '생존', '심리']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/5627670d904e7d41e.jpg,2025-08-20T05:34:47.419402+00:00,soop
40116,헌터스 아레나: 레전드,0,"['MMORPG', '어드벤처']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/4270670d904f85892.jpg,2025-08-20T05:34:47.419402+00:00,soop
40117,포켓몬스터 스칼렛 · 바이올렛,0,"['RPG', '어드벤처']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/9986670d90508dfbe.jpg,2025-08-20T05:34:47.419402+00:00,soop
40119,사이버펑크 2077,0,"['어드벤처', '슈팅']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/5238670d905196875.png,2025-08-20T05:34:47.419402+00:00,soop
40120,이터널 리턴,0,"['MOBA', '배틀로얄']",https://admin.img.sooplive.co.kr/category_img/2024/12/05/904567513d1a177c6.png,2025-08-20T05:34:47.419402+00:00,soop
40122,블레이드 어썰트,0,['액션'],https://admin.img.sooplive.co.kr/category_img/2024/10/15/7359670d9054b23e0.jpg,2025-08-20T05:34:47.419402+00:00,soop
40124,FIFA 23,0,"['스포츠게임', '시뮬레이션']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/9751670d9055bad69.jpg,2025-08-20T05:34:47.419402+00:00,soop
40126,아키에이지,0,"['MMORPG', '판타지', '어드벤처']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/6309670d9056c2a7c.jpg,2025-08-20T05:34:47.419402+00:00,soop
40127,커츠펠,0,"['액션', 'PC']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/7904670d9057c9f84.jpg,2025-08-20T05:34:47.419402+00:00,soop
40129,Football Manager 2024,0,"['스포츠게임', '시뮬레이션', '축구']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/6496670d9059dd087.jpg,2025-08-20T05:34:47.419402+00:00,soop
40131,VRChat,0,"['버추얼', 'VR']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/6497670d905ae57e7.jpg,2025-08-20T05:34:47.419402+00:00,soop
40132,갓 오브 워 라그나로크,0,"['어드벤처', '액션']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/6909670d905becf0a.jpg,2025-08-20T05:34:47.419402+00:00,soop
40133,소닉 프론티어,0,"['액션', '어드벤처']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/9191670d905cf3efd.jpg,2025-08-20T05:34:47.419402+00:00,soop
40134,페르소나 5 더 로열,0,"['RPG', '어드벤처']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/7229670d905e09265.jpg,2025-08-20T05:34:47.419402+00:00,soop
40135,eFootball 2024,0,"['스포츠게임', '축구', '시뮬레이션']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/9678670d905f12c84.jpg,2025-08-20T05:34:47.419402+00:00,soop
