broad_no,broad_title,user_id,user_nick,view_cnt,broad_start,hash_tags,captured_at_utc,platform,category_no
287905938,급생 ;;;; 미쳤네 토츠 노아랑 10카 구합니다 피파4,hm05082,임유진.,364,2025-09-28 21:38:30.0,"['FC', '피파', '축구']",2025-09-28T14:16:33Z,soop,00040070
287905956,국모닝!우리 형님들이 원하는대로 신상 드로그바 쓰고 리빌딩 출발! fc온라인,hoya10047,국호형,192,2025-09-28 21:38:53.0,"['피파', '피파4', 'fc온라인', '두치와뿌꾸', '엪온']",2025-09-28T14:16:33Z,soop,00040070
287897910,[생] 본가에서 본캐 공식경기 1위찍기 피파4 FC온라인,kimyoumandu0,T1김유민_,137,2025-09-28 17:59:32.0,"['프로게이머', '김유민', 'T1']",2025-09-28T14:16:33Z,soop,00040070
287902840,공경 1등완료 레리도 1등찍으러 갈게요 1600조 msn ㄱㄱ fc온라인 피파4,kanggo02,DRXChan,98,2025-09-28 20:13:38.0,[],2025-09-28T14:16:33Z,soop,00040070
287903558,8천조 리버풀로 우선 챔스부터 가볼까요 ? FC온라인 피파4,bxw0pal0,걍하리_,95,2025-09-28 20:32:29.0,"['fc온라인', '피파온라인', '피파4', '피파', '하리']",2025-09-28T14:16:33Z,soop,00040070
287901830,NOGARI,rudtlr94,-피파태연,55,2025-09-28 19:53:33.0,"['FC온라인', '피파온라인', '피파', '슈챔', '태연']",2025-09-28T14:16:33Z,soop,00040070
287907864,"[생]피파4 이적시장 난리났다,,,팀 다팔고 인생강화 성공후 시그니엘 입주갑니다 피파판 외모탑 1  스케줄 받습니다",seowon1102,구떽,52,2025-09-28 22:34:49.0,"['피파', '피파4', '피파온라인', '피파온라인4', '인생강화']",2025-09-28T14:16:33Z,soop,00040070
287907688,토창 왔습니다,ngelsong,F파일토마스,43,2025-09-28 22:30:32.0,"['F파일토마스', '공식경기', 'FC온라인', '감독모드']",2025-09-28T14:16:33Z,soop,00040070
287898358,민트색 달고싶다 민트색 달고싶다 FC온라인 피파4,hjk2898,카민.,34,2025-09-28 18:10:12.0,[],2025-09-28T14:16:33Z,soop,00040070
287899996,[신입 215일] 골룰렛 1일차_모종이 따잇 했으니까 골이나 까볼까유 ^_^!!,lookinng,슈떼이,31,2025-09-28 19:00:43.0,"['피파', 'fc온라인', '뿌꾸', '신입', '빅윈']",2025-09-28T14:16:33Z,soop,00040070
287899466,방대방 연패중.. 레스털 시티 쓰고 폼좀 찾아보겠습니다.키보드챔스👍fc온라인 피파4  ,tmz0857,이게모종.,27,2025-09-28 18:48:31.0,"['신입', '피파', 'FC온라인', '말키', '마빡']",2025-09-28T14:16:33Z,soop,00040070
287904952,[시참 해설방] 가장 강한 시청자는 누구? / 유튜브 팀리뷰 신청 가능 / fc온라인,no9man,9번남자,26,2025-09-28 21:09:27.0,['fc온라인'],2025-09-28T14:16:33Z,soop,00040070
287845410,48시간 노방종중.. 살려주세요 ㅠㅠ 피파4 FC온라인,hehe9257,희윤94,22,2025-09-26 20:02:31.0,"['FC온라인', '피파', 'vlvk']",2025-09-28T14:16:33Z,soop,00040070
287900016,"에프씨온라인  #75  [FC온라인, 피파]      ",aaa110011,U은재♡,22,2025-09-28 19:01:00.0,"['축구', '피파', '피파온라인', '피파4', '시참']",2025-09-28T14:16:33Z,soop,00040070
287907742,[키보드슈챔] 본캐 공경 달리기    팀평=추천&amp;즐찾   피파4 FC온라인,fnel1225,바디,21,2025-09-28 22:32:06.0,[],2025-09-28T14:16:33Z,soop,00040070
287900118,"슈챔 4명, 챔스 100명 이상! 배워 볼래요? 티어 상승 일타 강사 자세한 내용 방송국 참조",pronolbo,잘돼장,18,2025-09-28 19:03:01.0,"['피드백', '팀평', '팀리뷰', '전술', '시참']",2025-09-28T14:16:33Z,soop,00040070
