broad_no,broad_title,user_id,user_nick,view_cnt,broad_start,hash_tags,captured_at_utc,platform,category_no
289419508,국모닝!new전술 오늘 완성합니다.  팀평 팀리뷰 스메 가능   FC온라인,hoya10047,국호형,30,2025-11-24 05:38:36.0,"['피파', '피파4', 'fc온라인', '두치와뿌꾸', '엪온']",2025-11-23T21:23:10Z,soop,00040070
288932840,키보드슈챔 7500조 알레띠 팀리뷰 피파온라인4 FC온라인,yechan79,흑호*,20,2025-11-06 10:36:24.0,"['피파', '피파온라인4', 'fc온라인', '팀평', '스쿼드']",2025-11-23T21:23:10Z,soop,00040070
288993090,녹/ 기상하고공지쓸게요!! 낮에옵니다!! 스케줄받습니다!!! FC온라인 피파4 마빡,vbvb1230,마빡,16,2025-11-08 15:17:22.0,"['감스트', '뿌꾸', '피파4', '맨시티', '드롭스']",2025-11-23T21:23:10Z,soop,00040070
289418104,[챔스] 관전 피드백 중,tjdvkf1112,김성팔.,13,2025-11-24 01:34:43.0,"['FC온라인', '맨유', '호날두', '팀평', '시참']",2025-11-23T21:23:10Z,soop,00040070
289374298,골룰렛 X까고 팀 싹 팔고 인강마려운 날.. 방셀 170^^ 스케줄 ''환영'' FC 온라인 피파4,ispark1104,이즈팍,9,2025-11-22 15:09:07.0,"['두치와뿌꾸', 'FC온라인', '피파온라인4', '피파4', '빅윈']",2025-11-23T21:23:10Z,soop,00040070
289391068,골룰렛 OPEN 1일차~ 피린이 등장,kowook0515,빅코비,7,2025-11-23 00:59:57.0,"['FC온라인', '강장', '리버풀', '두치와뿌꾸', '맞방']",2025-11-23T21:23:10Z,soop,00040070
289419284,[아킨펜와]전슈챌 허접/소통방 3600조 마르세유 맞즐환영,qkrwlstjq0,@피파정상수,6,2025-11-24 04:49:45.0,"['피파', 'fc온라인', '팀평', '여캠', '엑셀']",2025-11-23T21:23:10Z,soop,00040070
289414024,[2800조 떡테르] 1033골/골좀 까다 자러갈게요^^,pedro35,한입떡갈비,5,2025-11-23 22:02:05.0,[],2025-11-23T21:23:10Z,soop,00040070
289403166,[176골 노방종]저녁에 돌아오겠습니다..! 피파4,nchanki0113,찬굴.,4,2025-11-23 16:28:54.0,"['피파', '신입', '키보드챔스', '시참팀리뷰팀평', '힙합']",2025-11-23T21:23:10Z,soop,00040070
289375798,다시 네자리.. 롤백된건가요...?? 피파4 FC온라인,hehe9257,희윤94,4,2025-11-22 16:17:02.0,"['FC온라인', '피파', 'vlvk']",2025-11-23T21:23:10Z,soop,00040070
289401326,피파 첫방송 무료팀평 시참 합니다!,gomdori34,곰돌이이2,2,2025-11-23 15:14:19.0,[],2025-11-23T21:23:10Z,soop,00040070
