broad_no,broad_title,user_id,user_nick,view_cnt,broad_start,hash_tags,captured_at_utc,platform,category_no
288035968,토츠 10카 확정팩 떴다!!!!!!!!!!!!! [감컴] 피파4,galsa,두치와뿌꾸,3710,2025-10-03 19:59:13.0,"['피파', 'FC온라인', '축구', '드롭스']",2025-10-03T13:27:51Z,soop,00040070
288033216,[스케줄접수받음]신나서 빨리옴 신규 즐라탄+이니에스타 바르셀로나 4123 ㅋㅋ fc온라인 피파4,liyhs4689,제독신,141,2025-10-03 18:50:25.0,"['FC온라인', '제독신', '박준효', '피파온라인4', '피파4']",2025-10-03T13:27:51Z,soop,00040070
288037334,"빨리들 팀갈 합시다.  팀평 스쿼드 바로 가능  /피파4,FC온라인",dlckdghk1,스카우터a,76,2025-10-03 20:28:57.0,"['피파', '피파4', '두치와뿌꾸', '뿌꾸', '스카우터']",2025-10-03T13:27:51Z,soop,00040070
288033778,본캐 포병부대 마지막 퍼즐 WS즐라탄 영입 공경찢기. 팀평/스쿼드 O 빅윈 피파4,dstv,빅윈,69,2025-10-03 19:02:15.0,"['빅윈', 'bj두치와뿌꾸', 'FC온라인']",2025-10-03T13:27:51Z,soop,00040070
288031840,.. FC온라인 피파4,bxw0pal0,걍하리_,63,2025-10-03 18:04:06.0,"['fc온라인', '피파온라인', '피파4', '피파', '하리']",2025-10-03T13:27:51Z,soop,00040070
288035448,현3등 태연 NOGARI// 빠칭코 일본에서 배워왔습니다.,rudtlr94,-피파태연,48,2025-10-03 19:46:41.0,"['FC온라인', '피파온라인', '피파', '슈챔', '태연']",2025-10-03T13:27:51Z,soop,00040070
288034556,공경 1승당 100개 오늘 집산다. FC온라인 피파4,hjk2898,카민.,43,2025-10-03 19:22:57.0,[],2025-10-03T13:27:51Z,soop,00040070
288037426,"[스케줄ON]WB벨링엄,WS모드리치 ㄱㄱ FC온라인 피파4 한승엽",imyooi,해설한승엽,35,2025-10-03 20:30:35.0,"['한승엽', '넥슨', 'fc온라인', '해설한승엽', '피파온라인']",2025-10-03T13:27:51Z,soop,00040070
288039000,제토라인 리버풀 공식경기 고고 팀평 스쿼드 받아가세용 피파4 FC온라인,sks0411,BFX신경섭,30,2025-10-03 21:04:57.0,"['피파', '피파온라인4', 'ek리그', '프로게이머', 'FC온라인']",2025-10-03T13:27:51Z,soop,00040070
288041254,0.5여캠 모드?,bug204,키리콩_,28,2025-10-03 22:05:24.0,"['피파4', 'FC온라인', '피파']",2025-10-03T13:27:51Z,soop,00040070
288025132,신규시즌 메시 띄운 방  스케줄 받습니다.   피파4,ppooiiuumm,유태봉.,27,2025-10-03 13:32:28.0,[],2025-10-03T13:27:51Z,soop,00040070
288035266,[숲버축구회][골룰렛18일차] 모두들 즐추~! 숲버축구회 두가자잇!! 키보드챔스 FC온라인 피파4,tjdghks9238,BJ돌하르박,25,2025-10-03 19:40:31.0,"['제주도', '두치와뿌꾸', '빅윈', 'FC온라인', '피파4']",2025-10-03T13:27:51Z,soop,00040070
288033830,빠칭코 잘뜨고 열쇠 추가폭풍현질ㄱ 스케줄받습니다!! 피파4,evertime,김우다.,23,2025-10-03 19:03:26.0,"['피파', '두치와뿌꾸', 'fc온라인', '빅윈', '이상호']",2025-10-03T13:27:51Z,soop,00040070
288007486,인생 마지막 골룰렛.. 시작과 동시에 1300골;;; 도와주세요  피파4 FC온라인,hehe9257,희윤94,22,2025-10-02 20:10:24.0,"['FC온라인', '피파', 'vlvk']",2025-10-03T13:27:51Z,soop,00040070
287991762,"●유더● ⚽골룰렛⚽ 897골,   ★ 9시 30분 유더 VS 빅코비 (5:5) 방대방 !!!! ",dbej,유더,20,2025-10-02 04:59:55.0,"['FC온라인', '피파온라인', '피파', '축구', '시참']",2025-10-03T13:27:51Z,soop,00040070
288009724,[습레기통] 숲버축구회,zzimio3o,찌미♥,19,2025-10-02 21:02:44.0,"['버추얼', '종겜', '듀오', '습레기통', '롤동']",2025-10-03T13:27:51Z,soop,00040070
288035802,숲버축구회,sjh4018,BJ핑구,18,2025-10-03 19:55:52.0,"['핑구랜드', '핑구네게임랜드', '소통', '노래']",2025-10-03T13:27:51Z,soop,00040070
288039596,청자형아들이랑 야추~,nawonjung97,나원뎡,18,2025-10-03 21:20:21.0,"['피파', '피파4']",2025-10-03T13:27:51Z,soop,00040070
288035950,"[생][슈챔] 빠칭코 도사. 팀리뷰,스쿼드,팀평 등 대환영이옵니다! 피파4 fc온라인",minsayong,도파민사용,17,2025-10-03 19:58:59.0,"['패키지', '강화', '시참', '팀평']",2025-10-03T13:27:51Z,soop,00040070
288039774,[시참 해설방] 가장 강한 시청자는 누구? / 유튜브 팀리뷰 신청 가능 / fc온라인,no9man,9번남자,17,2025-10-03 21:25:57.0,['fc온라인'],2025-10-03T13:27:51Z,soop,00040070
288033522,[신입 219일] 8시 첫 숲버축구회!!! 두과자!! 호두과자!!!!,lookinng,슈떼이,15,2025-10-03 18:59:12.0,"['피파', 'fc온라인', '뿌꾸', '신입', '빅윈']",2025-10-03T13:27:51Z,soop,00040070
288028638,"[치지직&amp;유튜브동출]2417골 유입대환영 시참,팀평,팀리뷰 환영",dksthgus0601,로즈마리♥,14,2025-10-03 16:01:32.0,"['피파', '피파4', 'fc온라인', '두치와뿌꾸']",2025-10-03T13:27:51Z,soop,00040070
288035510,💜숲버축구회 1일차 신입 인사드립니다💜/FC온라인,gangstin,스틴.,14,2025-10-03 19:48:13.0,"['피파', 'FC온라인', '여캠', '소통', '두치와뿌꾸']",2025-10-03T13:27:51Z,soop,00040070
288039366,굿바이 첼시 헬로우 엄씨 ⚽ 14만배 빠칭코 뽑은 방,hamseo97,퐁희,14,2025-10-03 21:13:58.0,"['버추얼', '피파', '룰렛']",2025-10-03T13:27:51Z,soop,00040070
288035776,[숲버 축구회] 미니 윷놀이~,podone1104,포도네♥,14,2025-10-03 19:55:18.0,"['버츄얼', '버튜버']",2025-10-03T13:27:51Z,soop,00040070
288036916,[생] 안넝하세요:) 스케줄받아요 FC온라인 피파4 제트디♥,cla0095,제트디♥,13,2025-10-03 20:16:12.0,"['제트디', '피파4', '피파온라인4', '축구', '드롭스']",2025-10-03T13:27:51Z,soop,00040070
288038398,2900조 잉글랜드 팀리뷰 [스케줄 환영] FC온라인 피파4,bullson8,혁나브리,13,2025-10-03 20:55:41.0,"['피파온라인4', '혁나브리', 'FC온라인', '피파4']",2025-10-03T13:27:51Z,soop,00040070
288028478,"연휴 첫날 대박으로 뽑아드릴게요!fc온라인 무료팀평,스메,시참,리뷰,피드백",vhvq,규직,12,2025-10-03 15:57:22.0,"['피파', '피파4', 'fc온라인']",2025-10-03T13:27:51Z,soop,00040070
288035730,넥슨 게임 개발자 우리방 와바라;;,kimjeric0,민식이냐.,11,2025-10-03 19:54:14.0,[],2025-10-03T13:27:51Z,soop,00040070
288032198,[840조 마르세유] 피파하자. 즐겨라 즐겨,vadia0317,루짱아,11,2025-10-03 18:17:09.0,"['피파', 'FC온라인']",2025-10-03T13:27:51Z,soop,00040070
288033696,근데 오늘 한복 입으면 되나...? 한복 판다비 등장!❤피파4 FC온라인❤,nlsb9718,판다비♥,11,2025-10-03 19:01:02.0,"['FC온라인', '두치와뿌꾸', '맨시티']",2025-10-03T13:27:51Z,soop,00040070
288031488,[공경&amp;감모슈챔] 06잉글 새출발.,als2956,만싸,10,2025-10-03 17:56:15.0,"['fc온라인', '피파']",2025-10-03T13:27:51Z,soop,00040070
288034636,숲버축구회 CK 300만원빵 피파4,austin09,말키.,10,2025-10-03 19:25:33.0,"['두치와뿌꾸', '피파', 'FC온라인', '이상호', '감스트']",2025-10-03T13:27:51Z,soop,00040070
288032022,"슈챔 4명, 챔스 100명 이상! 배워 볼래요? 티어 상승 일타 강사 자세한 내용 방송국 참조",pronolbo,잘돼장,10,2025-10-03 18:10:28.0,"['피드백', '팀평', '팀리뷰', '전술', '시참']",2025-10-03T13:27:51Z,soop,00040070
288032682,"[시참,팀평 1회 무료]키보드 챔스 출신. 메시 팬인데 레알마드리드 하는 사람.",wordsystem,빡깐오,9,2025-10-03 18:32:44.0,[],2025-10-03T13:27:51Z,soop,00040070
288040370,식데하실분  피파/팀평/시참/팀리뷰/스쿼드제작/FC온라인,han020401,도둑잉,9,2025-10-03 21:42:40.0,"['피파', '팀평', '시참', 'FC온라인', '스쿼드']",2025-10-03T13:27:51Z,soop,00040070
