broad_no,broad_title,user_id,user_nick,view_cnt,broad_start,hash_tags,captured_at_utc,platform,category_no
288519656,공룡서버 전 알아보기 [버컴],cctvno,유연서,1209,2025-10-21 21:00:39.0,"['버컴', '버컴퍼니', '유연서']",2025-10-21T13:36:27Z,soop,00810000
288519604,[하데스] 읍귤이,singgyul,띵귤_,1137,2025-10-21 21:00:14.0,"['노래', '음악', '버츄얼', '하데스']",2025-10-21T13:36:27Z,soop,00810000
288512160,🌱｜[하데스] 💫1주년💫 프리블록스 버스킹,whatcherry4,연초록♪,924,2025-10-21 18:00:27.0,"['노래', '하데스']",2025-10-21T13:36:27Z,soop,00810000
288509820,3부_일을 해야한다,yangdoki,양도끼,586,2025-10-21 16:21:57.0,"['노래', '외계인', '버튜버', '버추얼']",2025-10-21T13:36:27Z,soop,00810000
288519592,9시) 튠이캠프  부제:사라진고멤인터뷰 w.티파니,kwakchunshik,곽춘식_,542,2025-10-21 21:00:10.0,"['왁타버스', '우왁굳', '고정멤버', '곽춘식', '도방혀용']",2025-10-21T13:36:27Z,soop,00810000
288511446,[아카이브]차알못과 함께하는 차가리(부제:왁치동 숙제),beemong,비몽ㆍ,538,2025-10-21 17:33:54.0,"['노래', '버튜버', '아카이브']",2025-10-21T13:36:27Z,soop,00810000
288513218,밥 안먹어도 배부른 애 [버컴][종달새],yeveee,유설아♡,473,2025-10-21 18:32:31.0,"['버츄얼', '버컴']",2025-10-21T13:36:27Z,soop,00810000
288514402,밈묘랑 꽁냥하기 💋,mellochu,미묘。,404,2025-10-21 19:00:42.0,"['버츄얼', '버추얼', '뉴걸', '미소녀']",2025-10-21T13:36:27Z,soop,00810000
288520440,10시) 레제스포를 할거기때문에 도망쳐~!!,toryvac,빅토리~!,369,2025-10-21 21:16:31.0,"['왁타버스', '우왁굳', '고멤', '아카데미', '신입']",2025-10-21T13:36:27Z,soop,00810000
288516878,드ㄷ ㅣ어 데뷔  뉴 루딘 등장 ~!,xxxx922,도깨비루딘,311,2025-10-21 19:59:54.0,"['루딘', '우왁굳', '고멤', '왁타버스']",2025-10-21T13:36:27Z,soop,00810000
288522258,🌹 [고래상사] 춥다 (OGQ이모티콘 이벤트 中 방송국참고)🌹,gyeonjahee,견자희,296,2025-10-21 22:04:57.0,"['견자희', '마크', '마병대']",2025-10-21T13:36:27Z,soop,00810000
288512150,자유 시간~,2omong,이오몽_,262,2025-10-21 18:00:22.0,"['미츄', '틈새시장']",2025-10-21T13:36:27Z,soop,00810000
288514868,[블리즈] 얼빠의 버츄얼 이상형 월드컵,doormomo,문모모,244,2025-10-21 19:09:38.0,"['블리즈', '버츄얼', '썩겜동', '제우스', '왁치동']",2025-10-21T13:36:27Z,soop,00810000
288507222,jpop 라이브 월드컵 합니다!!,marronie,마로니!,237,2025-10-21 14:00:23.0,"['버튜버', '종합게임', '오타쿠', '제우스']",2025-10-21T13:36:27Z,soop,00810000
288519976,방갑습니당,caramel007,_카라멜,205,2025-10-21 21:05:38.0,"['게임', '라디오']",2025-10-21T13:36:27Z,soop,00810000
288514632,리나메3 호다다다닥 달려보쨔아아🌙,givemecs,미녕이데꼬깨,201,2025-10-21 19:03:55.0,"['미녕이데려오깨', '버추얼', '미츄']",2025-10-21T13:36:27Z,soop,00810000
288508796,[버컴] 해키니단 에서 해키로.. / 프로젝트 좀보이드 : 밍챵서버,0e0e4e,키이세,196,2025-10-21 15:26:25.0,"['키이세', '아니고', '키위새', '버컴', '마병대']",2025-10-21T13:36:27Z,soop,00810000
288510474,[조적단] 롤 일반겜 설이x손진석x앙요x뮤즈,yjkim5500,조디악악악,194,2025-10-21 16:55:24.0,['조적단'],2025-10-21T13:36:27Z,soop,00810000
288518628,yoyoyo,eldk22,하디아_,189,2025-10-21 20:36:39.0,"['버츄얼', '토크', '틈새시장']",2025-10-21T13:36:27Z,soop,00810000
288515656,"[플랜비] judofuri w. 비밀소녀, 아르바, 윤이샘, 이유진",s07o24,송밤,151,2025-10-21 19:30:51.0,"['랩', '송밤', '플랜비', '버츄얼']",2025-10-21T13:36:27Z,soop,00810000
288518328,[버컴] (다시보기x) 딥토크하기,dnwnwjdqhr53,설레랑,150,2025-10-21 20:30:29.0,"['마크', '마병대', '버추얼', '버컴퍼니', '마인크래프트']",2025-10-21T13:36:27Z,soop,00810000
288517084,🐌노래주머니찼는데 으뜩하죠,mazet0201,마젯,144,2025-10-21 20:01:45.0,"['미츄', '노래', '게임', '그림']",2025-10-21T13:36:27Z,soop,00810000
288517076,[버컴] 1주년 익명전데 합니다🍰🍰,amaiyk0105,유키,140,2025-10-21 20:01:32.0,"['버추얼', '크레비쥬', '뉴걸', '버컴퍼니']",2025-10-21T13:36:27Z,soop,00810000
288514336,[UR:L] 랑코 왔다,llangkko0429,랑코_,130,2025-10-21 19:00:12.0,"['랑코', '샌드박스', '유아렐', '막내', '북극여우']",2025-10-21T13:36:27Z,soop,00810000
288514092,[블리즈] 💙머글이 어딜 감히 순수 혈통에게 [호그와트 레거시],eze1017,윤이제,129,2025-10-21 18:57:06.0,"['블리즈', '버추얼', '종합게임']",2025-10-21T13:36:27Z,soop,00810000
288513692,행배 w.모카 뽀린걸 하로하 [시그널],choiagain,최또,121,2025-10-21 18:47:04.0,"['신입', '버츄얼', '소통', '버추얼']",2025-10-21T13:36:27Z,soop,00810000
288514002,어마어마한 쭊쭉빵빵누나가 나오는 공?포게임 [고독방송],utahessx33,헤스,115,2025-10-21 18:55:31.0,"['노래', '버츄얼', '시끄러움', '헤스', '잔잔함']",2025-10-21T13:36:27Z,soop,00810000
288518282,[밍챵서버] 966시간 마지막 생존일!,yourdarky,다키_,110,2025-10-21 20:29:34.0,"['홍신소', '다키', '버츄얼', '섹시', '좀보이드']",2025-10-21T13:36:27Z,soop,00810000
288517256,[수니그룹 수니문] 카페털어먹깅 [시그널],spica21,서피카,107,2025-10-21 20:04:03.0,"['버츄얼', '버튜버', '시그널']",2025-10-21T13:36:27Z,soop,00810000
288517042,[도파민]요즘 핫한 게임 메가봉크 제가 한 번 해보겠습니다 !,kyaang123,캬앙,104,2025-10-21 20:01:08.0,"['도파민', '노래', '바닐라만두', '고미식', '소통']",2025-10-21T13:36:27Z,soop,00810000
288510662,"좀보이드 마지막날!! ㅠㅠ (w. 떵규, 라로시, 표우, 쥐돌이)",earlgre0u0,얼그레,95,2025-10-21 17:00:41.0,"['버츄얼', '호잇호잇', '이얍']",2025-10-21T13:36:27Z,soop,00810000
288511986,[고래상사] 빵땅콩 변호 못합니다.,soyoung6056,빡쏘,95,2025-10-21 17:57:29.0,"['소통', '뉴걸', '고래상사']",2025-10-21T13:36:27Z,soop,00810000
288509968,[오락실] 엔더드래곤 1등으로 잡는 팀 (w. 새잎 설빈달 만조),nokcho999,_녹초,91,2025-10-21 16:29:45.0,"['버츄얼', '버튜버']",2025-10-21T13:36:27Z,soop,00810000
288507922,🖤시청자 이겨먹지 않기🖤&lt;할로윈 방셀 50ㅣ500연차11회&gt;,gio12025,류채아,90,2025-10-21 14:41:51.0,"['버추얼', '황보옥주', '소통']",2025-10-21T13:36:27Z,soop,00810000
288511544,"[버인협회] 백룸 w.다시바, 효재, 오늘님",heeeyo0v0,헤에♪,90,2025-10-21 17:37:34.0,"['마병대3', '신입', '뉴걸', '해초마을', '버인협회']",2025-10-21T13:36:27Z,soop,00810000
288519054,-  ㅅ  -,danchu17,단츄♪,89,2025-10-21 20:48:16.0,"['버추얼', '버컴', '단코한끼']",2025-10-21T13:36:27Z,soop,00810000
288513142,안뇽 귀요미들~!~!~!,song1218,하이요,88,2025-10-21 18:30:42.0,"['노래', '라디오', '버추얼', '게임']",2025-10-21T13:36:27Z,soop,00810000
288522236,[크로아] 사실 바퀴벌레는 내가 아니였을까,chiyo75,치요∀,86,2025-10-21 22:04:01.0,"['버튜버', '악어', '치요', '크로아', '늪지대']",2025-10-21T13:36:27Z,soop,00810000
288514220,유나기 라이브 노래 월드컵 128강 자동사냥 ㅋ.ㅋ,nagi0413,유나기,85,2025-10-21 18:59:12.0,[],2025-10-21T13:36:27Z,soop,00810000
288504688,[뻐스시간/지력사무소] 육창서버 연습 해야겠지?,rkdmsdl782,한아련,81,2025-10-21 11:00:49.0,"['뻐스시간', '크랙단', '코태타', '건캔두', '지력사무소']",2025-10-21T13:36:27Z,soop,00810000
288517022,데스에더 선물 받았으니 개시를 해봐야겠죠🫧,w2rdoo,위도,76,2025-10-21 20:00:55.0,"['노래', '미츄']",2025-10-21T13:36:27Z,soop,00810000
288520000,미소녀 소통방 [브이리지],vllageserah,세라ㆍ,76,2025-10-21 21:06:06.0,"['신입', '버튜버', '음악', '뉴걸', '브이리지']",2025-10-21T13:36:27Z,soop,00810000
288517684,"[버컴 | 종달새] 10시 과일합방 (w. 비밀소녀, 아르바, 이유진, 송밤)",yoonesaem,윤이샘,75,2025-10-21 20:13:38.0,"['윤이샘', '종달새', '버컴']",2025-10-21T13:36:27Z,soop,00810000
288515150,[강씨세가] 8시 강씨세가 합방,mmange2,망개♪,75,2025-10-21 19:18:19.0,"['뉴걸', '버츄얼', '버추얼', '애니']",2025-10-21T13:36:27Z,soop,00810000
288512276,나는 오늘 할게없다,qw794,제이404,72,2025-10-21 18:02:01.0,"['제이', '노래', '버추얼', '멜론대가리']",2025-10-21T13:36:27Z,soop,00810000
288517030,"[지력] 신의상 방셀👻⭐도전이에 부탁/룰렛33,330",niniming,니니밍,71,2025-10-21 20:00:59.0,"['버추얼', '마크', '배그', '지력사무소', '마병대']",2025-10-21T13:36:27Z,soop,00810000
288511766,"갑작스러운 행배 (w.모카,뽀린걸,최또)",haroha,하로하!,70,2025-10-21 17:48:16.0,"['블루점프', '노래', '버추얼', '배틀그라운드']",2025-10-21T13:36:27Z,soop,00810000
288512224,[뻐스시간] 11시) 애장품 낚시 경매 시작합니다,singu64,싱유,69,2025-10-21 18:01:10.0,"['뻐스시간', '버추얼', '지력사무소', '소통', '마병대']",2025-10-21T13:36:27Z,soop,00810000
288514270,[베이블루] 슈퍼마켓 멀티 나왔대 !! 이거 곧 유행한다. w.애리 나노,wooruru,우루루_,69,2025-10-21 18:59:55.0,"['노래', '토크', '베이블루', '버추얼', '뉴걸']",2025-10-21T13:36:27Z,soop,00810000
288510522,좀보이드 마지막 날 ,pyowoo,표우_,69,2025-10-21 16:57:29.0,[],2025-10-21T13:36:27Z,soop,00810000
288522114,매달 전직을 하는건 내 골반이 멈추지 않는 탓일까ㅜ.ㅜ,nyanyavkr2,냐냐,68,2025-10-21 22:01:41.0,"['냐냐', '버츄얼', '냐파스', '멜리고', '개모임']",2025-10-21T13:36:27Z,soop,00810000
288516294,API 도와주세요ㅠㅠ,isq1158,구월이_,63,2025-10-21 19:47:30.0,"['버튜버', '롤동', '공연동']",2025-10-21T13:36:27Z,soop,00810000
288514382,[춘동아리] 남연희 타로봐주기,chunbongtv,춘봉_,59,2025-10-21 19:00:32.0,['춘동아리'],2025-10-21T13:36:27Z,soop,00810000
288509800,[습레기통] 3주년 축하는 도전이로 부탁드립니다...!,o0opha,서라0,59,2025-10-21 16:20:25.0,"['버츄얼', '버추얼', '습레기통']",2025-10-21T13:36:27Z,soop,00810000
288520240,[크로아] 포켓몬 ZA : 귀여운 포켓몬이 강한게 아니야... 강한 포켓몬이 귀여운거지.,wooldi,요요에요∀,59,2025-10-21 21:11:30.0,"['버츄얼', '악어', '늪지대', '크로아', '푠푠푠']",2025-10-21T13:36:27Z,soop,00810000
288515062,"펭마녀 풀트데이 🎃할로윈 방셀 확정⭕, 33/330(연차)🎃",pengqueeeen,펭퀸♡,57,2025-10-21 19:15:02.0,"['버추얼', '버츄얼', '소통', '뉴걸', '신입']",2025-10-21T13:36:27Z,soop,00810000
288514560,"멍 때면서 보기 좋은 슈퍼마켓 시뮬레이션 w. 우루루, 나노 | 베이블루",cherru,최애리,56,2025-10-21 19:02:26.0,"['뉴걸', '베이블루', '목소리', '소통', 'ASMR']",2025-10-21T13:36:27Z,soop,00810000
288511928,[풀트]비냉 vs물냉 33/300 11연차,eirene0326,에이레네,55,2025-10-21 17:54:47.0,"['풀트', '버추얼', 'VR', '토크']",2025-10-21T13:36:27Z,soop,00810000
288518644,안녕안녕 나는 뿌피야,gurm01,김쁘피,53,2025-10-21 20:37:10.0,"['쁘삐', '무켓단', '분내신도시', '마카오톡', 'ASMR']",2025-10-21T13:36:27Z,soop,00810000
288511560,💛 카이봤 켠왕 ! + 포린이의 포켓몬 레전드 Z-A 도전기,kjhh0029,카나시,52,2025-10-21 17:38:33.0,"['버츄얼', '버튜버', '버추얼']",2025-10-21T13:36:27Z,soop,00810000
288516710,갑자기 롤랜드 🐶 ,bb0rii,멍보리¿,52,2025-10-21 19:57:57.0,[],2025-10-21T13:36:27Z,soop,00810000
288521042,[AGARI] 굿즈 포장 후?열 with AGARI ❤️ AGARI 콜캎 기넘 방셀 개인 592❤️,dalchesom,달체솜,51,2025-10-21 21:33:08.0,"['달체솜', '하르', '마시체리', '버추얼']",2025-10-21T13:36:27Z,soop,00810000
288520204,5090 컴퓨터에 SSD랑 하드 장착하기 ( 이거 문제생기면 내일 게임 못함 ),qzaads1,나솜,49,2025-10-21 21:10:56.0,"['나솜', '늑대', '종합게임', '버츄얼', '버추얼']",2025-10-21T13:36:27Z,soop,00810000
288519736,번지스트리머아닙니다;;;ㅡㅡ  [버인협회],donggeul2,호미밍,49,2025-10-21 21:01:23.0,"['고글이', '버인협회', '롤동', 'INFJ']",2025-10-21T13:36:27Z,soop,00810000
288514494,중국 궁에서 살아남기... [성세천하:여제의탄생],puyo0805,뿌요,48,2025-10-21 19:01:28.0,"['버츄얼', '신입']",2025-10-21T13:36:27Z,soop,00810000
288511120,할로윈룰렛OPEN 확정이씀!! 도전이로 부탁드릴게용[버인협회],hibby1004,너보링,47,2025-10-21 17:18:32.0,"['버츄얼', '버튜버', '뉴걸', '마병대', '버인협회']",2025-10-21T13:36:27Z,soop,00810000
288514482,방송 500일!! 🎂 키렌 1.5 닐로툰 공개 💝,kkyren,키렌♬,47,2025-10-21 19:01:18.0,"['버츄얼', '음악', '버추얼', '노래']",2025-10-21T13:36:27Z,soop,00810000
288514618,[버인협회] 러스트 익혀보기. 러스트 도전 api 도와주세요😭,kkyubog,뀨복,47,2025-10-21 19:03:35.0,"['마병대', '버추얼', '수색소대', '버인협회']",2025-10-21T13:36:27Z,soop,00810000
288510608,[버인협회] 러스트 api 도전이 33룰렛 확정방셀,dalhae1129,달해_,47,2025-10-21 17:00:02.0,"['러키비키', '마병대', '롤동', '버인협회']",2025-10-21T13:36:27Z,soop,00810000
288508428,[오락실] 마린이의 엔더드래곤 잡으러 가기,likey0u,새잎,47,2025-10-21 15:03:58.0,"['버츄얼', '뉴걸', '신입', '오락실']",2025-10-21T13:36:27Z,soop,00810000
288509432,"[베이블루] 슈퍼마켓 시뮬레이션 w. 우루루,최애리",peperopero55,나노×,47,2025-10-21 16:00:37.0,"['버추얼', '베이블루', '뉴걸', '버츄얼']",2025-10-21T13:36:27Z,soop,00810000
288516594,해초마을 나인테일 알로라 포기,yohan99,요한.3.,45,2025-10-21 19:55:13.0,"['노래', '신입', '소통', '범추']",2025-10-21T13:36:27Z,soop,00810000
288514386,[플랜비 연습생] 후열ㄹ,ch1ch1r0,찌로_,45,2025-10-21 19:00:33.0,"['버튜버', '신입', '버추얼', '뉴걸', '마이주']",2025-10-21T13:36:27Z,soop,00810000
288507258,[습레기통] 할로윈 방셀 공개합니다 역팬100개부터ㅣ룰렛33/330/175,khj011219,기찬하,45,2025-10-21 14:01:19.0,"['뉴걸', '소통', '신입', '마크']",2025-10-21T13:36:27Z,soop,00810000
288517088,대만 가고 싶다 [플랜비연습생],hobal115end,호발☆,45,2025-10-21 20:01:47.0,"['플랜비연습생', '댄스', '노래', '랩']",2025-10-21T13:36:27Z,soop,00810000
288521024,[플랜비 연습생] 노래불러드림,yokoring03,요코링,44,2025-10-21 21:32:17.0,"['신입', '뉴걸', '버튜버', '버츄얼', '노래']",2025-10-21T13:36:27Z,soop,00810000
288521866,추운 날엔? 찐녕TV,wlssud44,찐녕,43,2025-10-21 21:57:42.0,"['버츄얼', '벌꿀오소리', '소통', '뉴걸', '노래']",2025-10-21T13:36:27Z,soop,00810000
288518110,✧ 체비가 와써어 ✧,chebi2,체비_,43,2025-10-21 20:24:27.0,"['소통', '지라삐', '노래', '족체비']",2025-10-21T13:36:27Z,soop,00810000
288520106,"과일친구들 합방(w/ 비소, 송밤, 윤이샘, 이유진)",freeter19999,아르바_,43,2025-10-21 21:08:21.0,"['왁타버스', '고정멤버', '바이터']",2025-10-21T13:36:27Z,soop,00810000
288517282,누나 와따 아가들아,plincess,플리ㆍ,42,2025-10-21 20:04:25.0,"['플리', '힐링', '새벽', '러비타', 'LUVITA']",2025-10-21T13:36:27Z,soop,00810000
