broad_no,broad_title,user_id,user_nick,view_cnt,broad_start,hash_tags,captured_at_utc,platform,category_no
289876512,본캐 크로스 금카 다시 한번 만들어보기 [감컴] 피파4,galsa,두치와뿌꾸,3203,2025-12-11 19:46:51.0,"['피파', '축구', '감컴퍼니', 'EPL']",2025-12-11T14:30:40Z,soop,00040070
289867956,해리와 fc 온라인 2:2 [ 감컴 ],aksen7833,꾸티뉴,494,2025-12-11 14:10:40.0,[],2025-12-11T14:30:40Z,soop,00040070
289867284,[버컴] 담주 대비 피파 하긔 티뉴랑,gofl2237,해리,429,2025-12-11 13:31:05.0,"['버컴', '종합게임', '전해리', '감스트', '감컴']",2025-12-11T14:30:40Z,soop,00040070
289882306,오늘 슈챔 갈 수 있을까요? 현재 300등. 피파4,hm05082,임유진.,213,2025-12-11 21:50:55.0,"['FC', '피파', '축구']",2025-12-11T14:30:40Z,soop,00040070
289879476,태연하게 노가리나 깝시다 // 스케줄받습니다 ^ㅡ^,rudtlr94,태연한경식,63,2025-12-11 20:41:10.0,"['FC온라인', '피파온라인', '피파', '슈챔', '태연']",2025-12-11T14:30:40Z,soop,00040070
289792680,국모닝!이거 딱 하나만 사주실귀인분~  폐관수련4일차. 팀평 팀리뷰 스메 개 잘함. FC온라인,hoya10047,국호형,62,2025-12-08 16:16:17.0,"['피파', '피파4', 'fc온라인', '두치와뿌꾸', '엪온']",2025-12-11T14:30:40Z,soop,00040070
289881444,노포 신보석 / 카페 팀평가,boseok0628,주간신보석,49,2025-12-11 21:24:52.0,"['FC', '피파', 'FM', 'FIFA']",2025-12-11T14:30:40Z,soop,00040070
289882988,"팀평 스쿼드 팀리뷰 10% 할인 합니다.  /피파4,FC온라인",dlckdghk1,스카우터a,39,2025-12-11 22:07:08.0,"['피파', '피파4', '두치와뿌꾸', '뿌꾸', '스카우터']",2025-12-11T14:30:40Z,soop,00040070
289876210,써밑혁 ㅋ,heesunn,S2써니,38,2025-12-11 19:38:20.0,"['피파4', '피파여캠', '써니', '신입여캠', '두치와뿌꾸']",2025-12-11T14:30:40Z,soop,00040070
289882702,위기의 엡온 토론하면서 본캐 빡강 피파4,austin09,말키.,33,2025-12-11 22:00:42.0,"['두치와뿌꾸', '피파', 'FC온라인', '이상호', '감스트']",2025-12-11T14:30:40Z,soop,00040070
289881616,"강화할때 틀어놓기 좋은 방송 1경에서 10경찍기 시작. 대리강화스케쥴,빠칭코스케쥴 대환영 FC온라인 피파4",kgkalstmd119,핑크김치,30,2025-12-11 21:29:51.0,"['피파4', '피파', 'fc온라인', '강장', '강화장사']",2025-12-11T14:30:40Z,soop,00040070
289873600,200조  백금 멸망전 [FC온라인:피파4],lalapin,라거머핀,29,2025-12-11 18:31:58.0,"['두치와뿌꾸', 'FC온라인', '감스트', '버튜버']",2025-12-11T14:30:40Z,soop,00040070
289883376,[골룰렛 18일차]오늘의 강장은?/리버풀팬 231일차[FC온라인 피파4],tlgus9801,금강신,28,2025-12-11 22:18:37.0,"['두치와뿌꾸', '존잘벅이', 'FC온라인', '리버풀', '먹방']",2025-12-11T14:30:40Z,soop,00040070
289874976,2부 힐링 배그 배린이 배그 미션 받아용 FC온라인 피파4,dstv,빅윈,26,2025-12-11 19:06:12.0,"['빅윈', 'bj두치와뿌꾸', 'FC온라인']",2025-12-11T14:30:40Z,soop,00040070
289879484,하 열받네..스케줄 받습니다!스쿼드 인강 1타강사 피파4,hunyhyeong,훈이형,26,2025-12-11 20:41:21.0,"['두치와뿌꾸', '임유진', '이상호', '감스트', '남캠']",2025-12-11T14:30:40Z,soop,00040070
289880774,슈떼이x스틴 2000개빵빵 10시 스타또~/FC온라인,gangstin,스틴.,25,2025-12-11 21:07:44.0,"['FC온라인', '피파', '신입', '여캠']",2025-12-11T14:30:40Z,soop,00040070
289879736,힐링 2부 미션 환영입니다 &gt;ㅇ&lt; FC온라인 피파4,hjk2898,카민.,25,2025-12-11 20:47:57.0,[],2025-12-11T14:30:40Z,soop,00040070
289884386,본캐 판매중 팀 갈 갑니다 피파4,gamebanker,게임하는뱅커,24,2025-12-11 22:54:27.0,"['FC온라인', '피파4', '피파시세', '피파', '드롭스']",2025-12-11T14:30:40Z,soop,00040070
289867698,"하 ck빼고 다 이기냐고 예기럴 #125 [FC온라인,피파]",aaa110011,U은재♡,23,2025-12-11 13:59:11.0,"['축구', '피파', '피파온라인', '피파4', '시참']",2025-12-11T14:30:40Z,soop,00040070
289877286,공경 달리기 ⚽,hamseo97,퐁희,22,2025-12-11 20:01:57.0,"['버추얼', '피파', '룰렛']",2025-12-11T14:30:40Z,soop,00040070
289877042,[신입 289일] 피진녀 슈떼이 10시 방대방인데!! 모! 우짤!,lookinng,슈떼이,22,2025-12-11 19:59:34.0,"['피파', 'fc온라인', '뿌꾸', '신입', '빅윈']",2025-12-11T14:30:40Z,soop,00040070
289882474,"[생][슈챔] 팀리뷰,빠칭코 미친듯이 잘해드려요. 모든 스케쥴 환영!  피파4 fc온라인",minsayong,도파민사용,21,2025-12-11 21:56:03.0,"['패키지', '강화', '시참', '팀평']",2025-12-11T14:30:40Z,soop,00040070
289880296,찜닭먹고 챔스찜먹하러 왔습니다^&amp;^  키보드챔스 FC온라인 피파4,tjdghks9238,BJ돌하르박,21,2025-12-11 21:00:16.0,"['제주도', '두치와뿌꾸', '빅윈', 'FC온라인', '피파4']",2025-12-11T14:30:40Z,soop,00040070
289883052,슈챔호소인 씩씩하게 슈챔도전 스케줄받습니다 피파4,evertime,김우다.,20,2025-12-11 22:08:45.0,"['피파', '축구', '두치와뿌꾸', '빅윈', '마빡']",2025-12-11T14:30:40Z,soop,00040070
289879494,[강장3일차]안녕하세요 신입 강화스트리머입니다 피파4 FC온라인,hehe9257,희윤94,19,2025-12-11 20:41:45.0,"['FC온라인', '피파', 'vlvk']",2025-12-11T14:30:40Z,soop,00040070
289879784,[시참 해설방] 저를 이겨주실분 있을가요? / 클럽 가입 9벤져스 신청 받아요 / fc온라인,no9man,9번남자,18,2025-12-11 20:49:01.0,['fc온라인'],2025-12-11T14:30:40Z,soop,00040070
289879302,빅윈x카민x판다비x으네 스쿼드 배그 미션 받습니다!,seh0305,으-네,16,2025-12-11 20:37:52.0,[],2025-12-11T14:30:40Z,soop,00040070
289868676,아 피파 어렵다,eziah,호지윤.,15,2025-12-11 14:54:25.0,"['피파', '피파4', 'fc온라인']",2025-12-11T14:30:40Z,soop,00040070
289873714,일디즈는 호날두?  [스케줄 환영] FC온라인 피파4,bullson8,혁나브리,15,2025-12-11 18:36:02.0,"['피파온라인4', '혁나브리', 'FCONLINE']",2025-12-11T14:30:40Z,soop,00040070
289881124,본캐 팀 다 팔았다;; 토츠두 금카 멸망전.. 스케줄 환영 FC 온라인 피파4,ispark1104,이즈팍,14,2025-12-11 21:15:25.0,"['두치와뿌꾸', 'FC온라인', '피파온라인4', '피파4', '빅윈']",2025-12-11T14:30:40Z,soop,00040070
289879776,공경14위 벌칙으로 1등도전! 골룰렛 124골 ) FC.피파,iceq1004,녹스김성훈,13,2025-12-11 20:48:46.0,"['피파', '녹스', 'FC온라인', 'FC']",2025-12-11T14:30:40Z,soop,00040070
289883360,"모탈리아 쓰고 챔스 가보자잇 팀리뷰 맛집!🚨팀평무료,키보드 챔스👍fc온라인 피파4",tmz0857,이게모종.,12,2025-12-11 22:18:03.0,"['신입', '피파', 'FC온라인', '축구']",2025-12-11T14:30:40Z,soop,00040070
289866114,[꾸한성] 7부 FC온라인 오늘 선물있다구요?,koo2202,구본좌,12,2025-12-11 12:00:02.0,[],2025-12-11T14:30:40Z,soop,00040070
