broad_no,broad_title,user_id,user_nick,view_cnt,broad_start,hash_tags,captured_at_utc,platform,category_no
289876512,ㅋㅋㅋ참나 [감컴] 피파4,galsa,두치와뿌꾸,2131,2025-12-11 19:46:51.0,"['피파', '축구', '감컴퍼니', 'EPL']",2025-12-11T15:34:12Z,soop,00040070
289867956,해리와 fc 온라인 2:2 [ 감컴 ],aksen7833,꾸티뉴,584,2025-12-11 14:10:40.0,[],2025-12-11T15:34:12Z,soop,00040070
289867284,[버컴] 담주 대비 피파 하긔 티뉴랑,gofl2237,해리,435,2025-12-11 13:31:05.0,"['버컴', '종합게임', '전해리', '감스트', '감컴']",2025-12-11T15:34:12Z,soop,00040070
289882306,오늘 슈챔 갈 수 있을까요? 현재 300등. 피파4,hm05082,임유진.,230,2025-12-11 21:50:55.0,"['FC', '피파', '축구']",2025-12-11T15:34:12Z,soop,00040070
289792680,국모닝! 임유진이 슈챔 가고 싶다고 찡찡댐... 폐관수련4일차. 팀평 팀리뷰 스메 개 잘함. FC온라인,hoya10047,국호형,83,2025-12-08 16:16:17.0,"['피파', '피파4', 'fc온라인', '두치와뿌꾸', '엪온']",2025-12-11T15:34:12Z,soop,00040070
289879476,태연하게 노가리나 깝시다 // 스케줄받습니다 ^ㅡ^,rudtlr94,태연한경식,64,2025-12-11 20:41:10.0,"['FC온라인', '피파온라인', '피파', '슈챔', '태연']",2025-12-11T15:34:12Z,soop,00040070
289882988,"팀평 스쿼드 팀리뷰 10% 할인 합니다.  /피파4,FC온라인",dlckdghk1,스카우터a,45,2025-12-11 22:07:08.0,"['피파', '피파4', '두치와뿌꾸', '뿌꾸', '스카우터']",2025-12-11T15:34:12Z,soop,00040070
289881444,노포 신보석 / 카페 팀평가,boseok0628,주간신보석,38,2025-12-11 21:24:52.0,"['FC', '피파', 'FM', 'FIFA']",2025-12-11T15:34:12Z,soop,00040070
289883376,[골룰렛 18일차]본캐 핵심선수 백금작 갑니다./리버풀팬 231일차[FC온라인 피파4],tlgus9801,금강신,33,2025-12-11 22:18:37.0,"['두치와뿌꾸', '존잘벅이', 'FC온라인', '리버풀', '먹방']",2025-12-11T15:34:12Z,soop,00040070
289881616,"강화할때 틀어놓기 좋은 방송 1경에서 10경찍기 시작. 대리강화스케쥴마감,빠칭코스케쥴 대환영 FC온라인 피파4",kgkalstmd119,핑크김치,31,2025-12-11 21:29:51.0,"['피파4', '피파', 'fc온라인', '강장', '강화장사']",2025-12-11T15:34:12Z,soop,00040070
289882702,모먼트 제라드 금카도전.. 오늘 무조건 먹는다 피파4,austin09,말키.,30,2025-12-11 22:00:42.0,"['두치와뿌꾸', '피파', 'FC온라인', '이상호', '감스트']",2025-12-11T15:34:12Z,soop,00040070
289884386,본캐 팀 짜고 빡치네요 한잔 할게요 피파4,gamebanker,게임하는뱅커,28,2025-12-11 22:54:27.0,"['FC온라인', '피파4', '피파시세', '피파', '드롭스']",2025-12-11T15:34:12Z,soop,00040070
289879736,힐링 2부 미션 환영입니다 &gt;ㅇ&lt; FC온라인 피파4,hjk2898,카민.,28,2025-12-11 20:47:57.0,[],2025-12-11T15:34:12Z,soop,00040070
289879484,스케줄 받아요!!스쿼드 팀리뷰 인강 1타강사 피파4,hunyhyeong,훈이형,27,2025-12-11 20:41:21.0,"['두치와뿌꾸', '임유진', '이상호', '감스트', '남캠']",2025-12-11T15:34:12Z,soop,00040070
289873600,DCB호날두 Siuuuu [FC온라인:피파4],lalapin,라거머핀,24,2025-12-11 18:31:58.0,"['두치와뿌꾸', 'FC온라인', '감스트', '버튜버']",2025-12-11T15:34:12Z,soop,00040070
289880296,찜닭먹고 챔스찜먹하러 왔습니다^&amp;^  키보드챔스 FC온라인 피파4,tjdghks9238,BJ돌하르박,24,2025-12-11 21:00:16.0,"['제주도', '두치와뿌꾸', '빅윈', 'FC온라인', '피파4']",2025-12-11T15:34:12Z,soop,00040070
289879494,[강장3일차]안녕하세요 신입 강화스트리머입니다 피파4 FC온라인,hehe9257,희윤94,23,2025-12-11 20:41:45.0,"['FC온라인', '피파', 'vlvk']",2025-12-11T15:34:12Z,soop,00040070
289880774,아크로바틱 너프먹은거 연습 비결 공유좀 해주시죵/FC온라인,gangstin,스틴.,22,2025-12-11 21:07:44.0,"['FC온라인', '피파', '신입', '여캠']",2025-12-11T15:34:12Z,soop,00040070
289883052,슈챔호소인 씩씩하게 슈챔도전 스케줄받습니다 피파4,evertime,김우다.,22,2025-12-11 22:08:45.0,"['피파', '축구', '두치와뿌꾸', '빅윈', '마빡']",2025-12-11T15:34:12Z,soop,00040070
289874976,2부 힐링 배그 배린이 배그 미션 받아용 FC온라인 피파4,dstv,빅윈,21,2025-12-11 19:06:12.0,"['빅윈', 'bj두치와뿌꾸', 'FC온라인']",2025-12-11T15:34:12Z,soop,00040070
289879784,[시참 해설방] 저를 이겨주실분 있을가요? / 클럽 가입 9벤져스 신청 받아요 / fc온라인,no9man,9번남자,20,2025-12-11 20:49:01.0,['fc온라인'],2025-12-11T15:34:12Z,soop,00040070
