broad_no,broad_title,user_id,user_nick,view_cnt,broad_start,hash_tags,captured_at_utc,platform,category_no
290018172,🌱｜[하데스] 오랜만에 돌아온 아침 요정과 카페 털이,whatcherry4,연초록♪,1799,2025-12-17 09:00:46.0,"['노래', '하데스']",2025-12-17T03:28:32Z,soop,00810000
290017614,[버컴] 후열 카페보기,dnwnwjdqhr53,설레랑,1385,2025-12-17 08:00:39.0,"['버추얼', '버컴퍼니', '마인크래프트']",2025-12-17T03:28:32Z,soop,00810000
290018830,오랜만에 종겜룰렛 하는 날입니다.,sirianrain,시리안_레인,768,2025-12-17 10:00:27.0,"['왁타버스', '우왁굳', '버튜버', '고멤아카데미', '신입']",2025-12-17T03:28:32Z,soop,00810000
290020394,[하데스] 1시) 챈뉴스 ''ㅁ; 😺,chaenna02,챈나,652,2025-12-17 12:04:27.0,"['버츄얼', '버튜버', '하데스']",2025-12-17T03:28:32Z,soop,00810000
290017604,[버컴] 내일 메이플 찍먹 준?비 하?기,0e0e4e,키이세,287,2025-12-17 08:00:00.0,"['키이세', '아니고', '키위새', '버컴']",2025-12-17T03:28:32Z,soop,00810000
290017198,일찍일어나는 춘식이.,kwakchunshik,곽춘식,143,2025-12-17 06:48:25.0,"['왁타버스', '우왁굳', '고정멤버', '곽춘식', '도방혀용']",2025-12-17T03:28:32Z,soop,00810000
290019084,퀵뷰빵라인전 ㄱ? 니가 지면 별풍 100개,jaesu111,재수피기,125,2025-12-17 10:21:35.0,['버츄얼'],2025-12-17T03:28:32Z,soop,00810000
290017854,풀트링피트 시간룰렛 400개 제발요,ooonae,온네님,123,2025-12-17 08:30:33.0,"['라디오', '버츄얼', '노래', '버추얼', 'ASMR']",2025-12-17T03:28:32Z,soop,00810000
290019484,흑백요리사2 봐버린 리미 (스포 안해),limivlup,리미★,97,2025-12-17 11:00:21.0,"['브이럽', '리미', '한일합작', '일본어', '日本語']",2025-12-17T03:28:32Z,soop,00810000
290020342,즐거운 수요일,hachi97,하치_HACHI,87,2025-12-17 12:00:57.0,"['버튜버', '버추얼', '종합게임', '아이작', '꼬라지']",2025-12-17T03:28:32Z,soop,00810000
290017248,[노휴방 682일/수니문 서버] 11시 30분부터 솔랭미션 실버 갈 수 있을까요..,nclavis06,클라비스,80,2025-12-17 06:58:45.0,"['아침', '뉴스', '버추얼']",2025-12-17T03:28:32Z,soop,00810000
290020014,[베이블루] 🦊안뇽! 짱도라! 내가 할 말이 어쩌구,foxyeon,여우연,71,2025-12-17 11:39:23.0,"['베이블루', '뉴걸', '산신령', '여우', '여우연']",2025-12-17T03:28:32Z,soop,00810000
290017262,[베스도전] 출근길 응원뱅! 그림프사그리는 손캠 ㄷ,newmayo,새마요,70,2025-12-17 07:00:28.0,"['신입', '소통', '버츄얼']",2025-12-17T03:28:32Z,soop,00810000
290019506,[꾸한성] 억울합니다. / 크리스마스 방셀 1479. 룰렛 125,choelssu,철쑤_,58,2025-12-17 11:01:21.0,"['버추얼', '뉴걸', '꾸한성']",2025-12-17T03:28:32Z,soop,00810000
290020296,[베이블루] 안뇽하세용!💞,peperopero55,나노×,58,2025-12-17 11:59:23.0,"['버추얼', '베이블루', '뉴걸', '버츄얼']",2025-12-17T03:28:32Z,soop,00810000
290020292,[박취더락] D+3🤍 점심친구들 오늘은 제육이야! / MBTI를 찾아서!,naaary,나리$,57,2025-12-17 11:59:04.0,"['박취더락', '버튜버', '신입', '뉴걸', '나리']",2025-12-17T03:28:32Z,soop,00810000
290018784,밍밍한 아침💛ㅣ🎄크리스마스 룰렛 33/330 확정o🎄,tjrghd1202,김다나_,55,2025-12-17 09:58:27.0,"['노래', '소통', '버추얼']",2025-12-17T03:28:32Z,soop,00810000
290019478,드릴 오리지널이 있습니다 🩵 l 노래🎵,churahee,츄라희,53,2025-12-17 11:00:15.0,"['노래', '소통', '게임']",2025-12-17T03:28:32Z,soop,00810000
290020304,노래,sshh135,이야__,52,2025-12-17 11:59:43.0,"['버추얼', '노래', '라이브', '가요', '팝송']",2025-12-17T03:28:32Z,soop,00810000
290020406,[뻐스시간/제우스] 점심친구 루비!,callmeharuby,하루비_,50,2025-12-17 12:05:23.0,"['소통', '버추얼', '뻐스시간', '세구픽', '제우스']",2025-12-17T03:28:32Z,soop,00810000
290020562,[꾸한성] 피의자의 뻔뻔한 태도 용납할 수 없습니다. 란검사 오늘 재판으로 증명하겠습니다.,top6373,란다_,48,2025-12-17 12:17:53.0,"['버츄얼', '소통', '종겜', '꾸한성']",2025-12-17T03:28:32Z,soop,00810000
