broad_no,broad_title,user_id,user_nick,view_cnt,broad_start,hash_tags,captured_at_utc,platform,category_no
288933676,2시) 제갈금자x마로니한테 19금 웹툰 추천받기...어라... [이브닛 유튜브 많관부],yeorumi030,여르미_,892,2025-11-06 11:32:34.0,['아카이브'],2025-11-06T04:31:27Z,soop,00810000
288930190,모솔들이 연애상담해드립니다.,kwakchunshik,곽춘식_,388,2025-11-06 07:01:03.0,"['왁타버스', '우왁굳', '고정멤버', '곽춘식', '도방혀용']",2025-11-06T04:31:27Z,soop,00810000
288935294,14시) 제갈금자 마로니의 은밀한 웹툰 소개,dlsn9911,제갈금자,379,2025-11-06 13:21:59.0,"['버튜버', '버추얼', '블루점프']",2025-11-06T04:31:27Z,soop,00810000
288935010,안녕,marronie,마로니!,217,2025-11-06 13:04:15.0,"['버튜버', '종합게임', '오타쿠', '제우스']",2025-11-06T04:31:27Z,soop,00810000
288933898,링티와 함께하는 커머스! [강씨세가],cjstkdbsl3,깡담비,162,2025-11-06 11:47:53.0,"['버츄얼', '담비', '미숙이', '종겜']",2025-11-06T04:31:27Z,soop,00810000
288930492,[고래상사]노방종)안녕하심니까 / 1004개 방셀 2882개 히든방셀,dmng50,빵땅콩,116,2025-11-06 07:06:48.0,"['버츄얼', '종합게임', '뉴걸', '고래상사', '초원']",2025-11-06T04:31:27Z,soop,00810000
288931388,제가 군인 시절에 즐겨먹었던 링티입니다...,ooonae,온네님,116,2025-11-06 08:30:20.0,"['라디오', '버츄얼', '노래', '버추얼', 'ASMR']",2025-11-06T04:31:27Z,soop,00810000
288932354,[제우스]   후열,cocomizzang,코코미짱,93,2025-11-06 10:00:10.0,"['고세구', '코코미', '지하돌', '신입', '제우스']",2025-11-06T04:31:27Z,soop,00810000
288932478,[지력사무소]ㅈ같은 밸런스게임,xex3,목츄리,78,2025-11-06 10:05:14.0,"['버추얼', '지력사무소', '마병대3']",2025-11-06T04:31:27Z,soop,00810000
288932946,🍓 스트님의 뺑덕어멈 돌아와씁니댜💕 돌발서버 감사합니다💕 🍓 ⭐4인4각 펀딩 구합니당⭐,lafraise13,딸기밈♥,75,2025-11-06 10:44:07.0,"['킬룰렛', '서폿', '버추얼', '마병대', '특별소대']",2025-11-06T04:31:27Z,soop,00810000
288933436,조잘조잘 [아카이브],owozzz,샤르망,74,2025-11-06 11:14:32.0,"['노래', '아카이브']",2025-11-06T04:31:27Z,soop,00810000
288934108,물이봤,moolchoco,물초코,68,2025-11-06 12:00:38.0,"['물건적본진', '지력사무소']",2025-11-06T04:31:27Z,soop,00810000
288934536,추웡...../6일 할로윈 방셀 마지막날,usharko0o0,유샥크,68,2025-11-06 12:30:32.0,"['말랑', '상어', '유샥크', '왁치동']",2025-11-06T04:31:27Z,soop,00810000
288931974,[수니그룹 수니문] 점심 소통 노래방  _  !,skfk6612,하나링구,65,2025-11-06 09:29:30.0,"['버튜버', '버츄얼', '버추얼', '노래', '게임']",2025-11-06T04:31:27Z,soop,00810000
288933000,목요일 오전,bulgom77,보디가드불독,65,2025-11-06 10:48:20.0,"['왁타버스', '고멤', '아카데미', '보디가드불독', '불독']",2025-11-06T04:31:27Z,soop,00810000
288931058,💜 빼빼로데이기념방셀룰렛 33/330💜 [수니문],tinkerblond,더빙레이디♥,62,2025-11-06 07:56:53.0,"['무레이블', '괴마을금고', '수니그룹']",2025-11-06T04:31:27Z,soop,00810000
288932390,[1일차 누걸] 유입 구해요🎵노래신청 100개,kaam0802,카아암,57,2025-11-06 10:01:01.0,"['노래', '뉴걸', '소통']",2025-11-06T04:31:27Z,soop,00810000
288933252,돌발서버..이루지 못한 꿈 미밍건설 한코인 오나  [버인협회] 🎁33/330,donggeul2,호미밍,55,2025-11-06 11:02:16.0,"['버튜버', '버인협회', '버인', '롤동', 'INFJ']",2025-11-06T04:31:27Z,soop,00810000
288934922,오후 1시의 노이노이,noivlup,노이_Vlup,55,2025-11-06 12:59:29.0,"['노이', '브이럽']",2025-11-06T04:31:27Z,soop,00810000
288930590,롤 히뚜랑 🧡할로윈 방셀 룰렛 100/500💜,gurm01,김쁘피,53,2025-11-06 07:12:53.0,"['쁘삐', '무켓단', '분내신도시', '마카오톡', 'ASMR']",2025-11-06T04:31:27Z,soop,00810000
288931972,카페탐방,bttolang,바또랑,44,2025-11-06 09:29:25.0,"['버츄얼', '버튜버', '신입', '이매방랑', '유앤아이']",2025-11-06T04:31:27Z,soop,00810000
288934586,✨ 리냐에용가리 (리냐 오리지널 펀딩 많관부) 🫧,lina0108,유시노_리냐,42,2025-11-06 12:35:11.0,"['버튜버', '버츄얼', '용', '풀트']",2025-11-06T04:31:27Z,soop,00810000
288934618,돌발뱅온!,hibby1004,너보링,41,2025-11-06 12:37:19.0,"['버츄얼', '뉴걸', '마병대', '버인협회', '버인']",2025-11-06T04:31:27Z,soop,00810000
288934018,좋은 오후이신가요?🎶ㅣ빼빼로데이 룰렛 33/330 11연차o,tjrghd1202,김다나_,36,2025-11-06 11:56:06.0,"['노래', '소통', '버추얼']",2025-11-06T04:31:27Z,soop,00810000
288932766,점심메이트,heda221112,헤다ㆍ,33,2025-11-06 10:30:30.0,"['노래', '헤다']",2025-11-06T04:31:27Z,soop,00810000
288932376,칼악귀랑 칼바람 w. 밥바먀 💜 할로윈 방셀 오늘까지 33/330,imha22,임하밍,32,2025-11-06 10:00:37.0,"['이마밍', '고구마', '아수라', '너나친', '햇라인']",2025-11-06T04:31:27Z,soop,00810000
288934098,앙냥녕뇽,rum1021,치포,32,2025-11-06 12:00:22.0,"['뉴걸', '신입', '버츄얼', '소통', '종합게임']",2025-11-06T04:31:27Z,soop,00810000
288934122,[버인협회] 돌발서버 복어집 완공 목표,kkyubog,뀨복,31,2025-11-06 12:01:15.0,"['마병대', '버추얼', '수색소대', '버인협회']",2025-11-06T04:31:27Z,soop,00810000
288935202,[메이플키우기] :: 메이플 방치형이 새로 나옴 ㅇㅅㅇ;; 찍먹 해보기!,lavend0710,라벤_,30,2025-11-06 13:15:08.0,"['예비본진1번', '바람피러오는곳', '뽀점']",2025-11-06T04:31:27Z,soop,00810000
