broad_no,broad_title,user_id,user_nick,view_cnt,broad_start,hash_tags,captured_at_utc,platform,category_no
286958534,뿌꾸X빅윈X마빡 진짜 1황 정하기 [감컴] 피파4,galsa,두치와뿌꾸,2390,2025-08-25 17:00:32.0,"['피파', 'FC온라인', '축구', '드롭스']",2025-08-25T15:23:28+00:00,soop,00040070
286959798,11시 뿌빅빡 3:3 대회 우터x우다x유진 팀 피파4,hm05082,임유진.,190,2025-08-25 17:50:26.0,"['FC', '피파', '축구']",2025-08-25T15:23:28+00:00,soop,00040070
286969954,본캐 레전드 갈락티코1기 완성! 구티의 그날은 온다....   fc온라인 피파4,kanggo02,DRXChan,95,2025-08-25 22:03:19.0,[],2025-08-25T15:23:28+00:00,soop,00040070
286968808,팀리뷰는 마감 스쿼드메이킹 팀평가   fc온라인 피파4,liyhs4689,제독신,75,2025-08-25 21:32:41.0,"['FC온라인', '제독신', '박준효', '피파온라인4', '피파4']",2025-08-25T15:23:28+00:00,soop,00040070
286959932,서버최초 모먼트 금카 멸망전;;; 피파4,austin09,말키.,70,2025-08-25 17:55:36.0,"['피파4', '두치와뿌꾸', '피파', 'FC온라인', '이상호']",2025-08-25T15:23:28+00:00,soop,00040070
286959518,엪온 2티어 스트리머 3대3대회 빅윈 피파4 FC온라인,dstv,빅윈,65,2025-08-25 17:36:54.0,"['빅윈', 'bj두치와뿌꾸', 'FC온라인']",2025-08-25T15:23:28+00:00,soop,00040070
286968508,"현 2등 태연 노가리나 깝시다 모든지물어보세여  // 팀평, 스쿼드 전술 환영 ^ㅡ^  ",rudtlr94,-피파태연,54,2025-08-25 21:25:55.0,"['FC온라인', '피파온라인', '피파', '슈챔', '태연']",2025-08-25T15:23:28+00:00,soop,00040070
286968716,패드 2일차 현재 챌린저 3부 랭커들 긴장해라. 피파4,we9626,김찌롱.,46,2025-08-25 21:30:41.0,"['피파4', '항상', '감사합니다', '김찌롱']",2025-08-25T15:23:28+00:00,soop,00040070
286970096,"[생]피파4 본캐 500조 날리고 비상대책위원회 실시,,,,1000조를 만들어야 산다 ㅋㅋㅋ 스케줄 받습니다",seowon1102,구떽,46,2025-08-25 22:07:24.0,"['피파', '피파4', '피파온라인', '피파온라인4', '인생강화']",2025-08-25T15:23:28+00:00,soop,00040070
286959344, 스케줄 받아요!!스쿼드.팀리뷰 1타강사 피파4,hunyhyeong,훈이형,46,2025-08-25 17:30:53.0,"['두치와뿌꾸', '임유진', '이상호', '감스트', '남캠']",2025-08-25T15:23:28+00:00,soop,00040070
286966872,잘봤다 김유민 이제 내가보여준다.  FC온라인 피파4,hjk2898,카민.,42,2025-08-25 20:51:21.0,[],2025-08-25T15:23:28+00:00,soop,00040070
286958056,4000조 유벤 ST 추천받아요,lalapin,라거머핀,42,2025-08-25 16:41:16.0,"['두치와뿌꾸', 'FC24', '피파4', 'FC온라인']",2025-08-25T15:23:28+00:00,soop,00040070
286962092,[신입 181일] 섹시여캠 슈떼이 아찔하게 놀아볼까..♥,lookinng,슈떼이,30,2025-08-25 19:00:39.0,"['피파', 'fc온라인', '뿌꾸', '신입', '빅윈']",2025-08-25T15:23:28+00:00,soop,00040070
286969818,"CK후 장사가동 /피파4,FC온라인",dlckdghk1,스카우터a,27,2025-08-25 22:00:45.0,"['피파', '피파4', '스카우터', '두치와뿌꾸', '뿌꾸']",2025-08-25T15:23:28+00:00,soop,00040070
286966436,"11시 빅윈형CK 오늘 이겨보자.. 이번에 결승목표로 가보겠습니다!!! ! 무료팀평 맛집 추천,즐찾시 무료팀평!👍fc온라인 .피파 ",tmz0857,이게모종.,24,2025-08-25 20:40:00.0,"['신입', '피파', 'FC온라인', '말키', '마빡']",2025-08-25T15:23:28+00:00,soop,00040070
286963284,빅윈배 3:3ck 하이윤! 우승하러 왔습니다!!  키보드챔스 FC온라인 피파4,tjdghks9238,BJ돌하르박,23,2025-08-25 19:31:34.0,"['제주도', '두치와뿌꾸', '빅윈', 'FC온라인', '피파4']",2025-08-25T15:23:28+00:00,soop,00040070
286970292,스케줄 개 잘하는 윷태봉.  피파4 ,ppooiiuumm,유태봉.,19,2025-08-25 22:13:33.0,"['피파', '피파4', '두치와뿌꾸', 'fc온라인', '감스트']",2025-08-25T15:23:28+00:00,soop,00040070
286968830,BFX Seoby (A.I) 특성들 진짜 다른가? 팀평 스쿼드 받아가세유 피파4 FC온라인,sks0411,BFX신경섭,19,2025-08-25 21:33:40.0,"['피파', '피파온라인4', 'ek리그', '프로게이머', 'FC온라인']",2025-08-25T15:23:28+00:00,soop,00040070
286970454,빅윈형님 3:3ck 씹하꼬즈 출격! 금강신x말키x벨로드 우승 ㄱㅈㅇ 빡컴 / 리버풀팬 123일차 [FC온라인 피파4],tlgus9801,금강신,17,2025-08-25 22:21:01.0,"['감스트', '뿌꾸', '피파4', '맨시티', '축구']",2025-08-25T15:23:28+00:00,soop,00040070
286842666,[●방송94일차●]  유더 vs 슈떼이 방대방 10시 스타토 !   ,dbej,유더,16,2025-08-21 07:45:26.0,"['FC온라인', '피파온라인', '피파', '축구', '시참']",2025-08-25T15:23:28+00:00,soop,00040070
286963140,개꿀잼 시청자내전 지금시작합니다  ^^ FC온라인,0317oo,김서진:>,14,2025-08-25 19:28:43.0,"['피파4', 'FC온라인', '존잘벅이', '먹방']",2025-08-25T15:23:28+00:00,soop,00040070
286960142,슈챔 육성만 4명 챔스? 너무 많음 일타강사 스케줄 받습니다 피드백/팀평/팀리뷰/전술/시참,pronolbo,잘돼장,14,2025-08-25 18:00:46.0,"['FC온라인', '피드백', '전술']",2025-08-25T15:23:28+00:00,soop,00040070
286963030,피파 좋아하세요?,joelkim1201,조엘킴,13,2025-08-25 19:25:52.0,"['피파', '롤', '시참']",2025-08-25T15:23:28+00:00,soop,00040070
286969096,빅윈CK 우터x유진x우다 우승하고 호날두 영입한다 피파4,evertime,김우다.,12,2025-08-25 21:41:53.0,"['피파', '두치와뿌꾸', 'fc온라인', '빅윈', '이상호']",2025-08-25T15:23:28+00:00,soop,00040070
286960022,"스케쥴 받습니다!! fc온라인 무료팀평,스메,시참,리뷰,피드백.",vhvq,규직,12,2025-08-25 17:58:20.0,"['피파', '피파4', 'fc온라인']",2025-08-25T15:23:28+00:00,soop,00040070
286966952,빅윈형님 3:3ck에 희윤94의 등장이라.. 피파4 FC온라인,hehe9257,희윤94,12,2025-08-25 20:53:21.0,"['FC온라인', '피파', 'vlvk']",2025-08-25T15:23:28+00:00,soop,00040070
286965694,박소님과 방대방 오천개빵!!피진남만 무료팀평!!(공경100판이상),jun381292,일피,11,2025-08-25 20:24:38.0,[],2025-08-25T15:23:28+00:00,soop,00040070
286966858,[420조 첼시] 피파하자. 방대방 출전. 대낙일시중지,vadia0317,루짱아,10,2025-08-25 20:51:04.0,[],2025-08-25T15:23:28+00:00,soop,00040070
286959776,또다시 시작된 방대방 ㄷㄷㄷ 연승가즈아,magic0827,동작소,10,2025-08-25 17:49:06.0,"['첼시', '팀평', '룰렛', '시참', '팀리뷰']",2025-08-25T15:23:28+00:00,soop,00040070
286970692,[무료팀평] 방대방하실분 밸런스 구하는중! FC온라인,dudcks7909,웽걸,10,2025-08-25 22:30:15.0,"['피파', '축구', 'FC온라인', '신입', 'FC']",2025-08-25T15:23:28+00:00,soop,00040070
