category_no,category_name,view_cnt,fixed_tags,cate_img,captured_at_utc,platform
00130000,토크/캠방,3273,"['보라', '토크']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/7849670d90c7abaa8.png,2025-09-26T21:18:15+00:00,soop
00040019,리그 오브 레전드,3191,"['MOBA', '전략', '라이엇게임즈']",https://admin.img.sooplive.co.kr/category_img/2025/09/02/259768b67d0fe5e7b.png,2025-09-26T21:18:15+00:00,soop
00810000,버추얼,3093,['토크'],https://admin.img.sooplive.co.kr/category_img/2024/10/15/5706670d915d067cb.png,2025-09-26T21:18:15+00:00,soop
00040066,PUBG: 배틀그라운드,1773,"['슈팅', '생존', '배틀로얄', 'FPS', 'TPS']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/5770670d90283ed1a.jpg,2025-09-26T21:18:15+00:00,soop
00040001,스타크래프트,1736,"['전략', '시뮬레이션', 'RTS']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/3568670d900e5fe3c.jpg,2025-09-26T21:18:15+00:00,soop
00040005,서든어택,1704,"['슈팅', 'FPS']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/7599670d901178533.jpg,2025-09-26T21:18:15+00:00,soop
00040121,종합게임,1005,['종합게임'],https://admin.img.sooplive.co.kr/category_img/2024/10/15/8693670d9053a5edd.jpg,2025-09-26T21:18:15+00:00,soop
00040017,마인크래프트,1002,"['샌드박스', '시뮬레이션', '생존']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/9605670d9019ba18f.jpg,2025-09-26T21:18:15+00:00,soop
00040075,전략적 팀 전투,964,"['오토배틀러', '전략', '라이엇게임즈']",https://admin.img.sooplive.co.kr/category_img/2025/09/02/538468b6aac22b47e.png,2025-09-26T21:18:15+00:00,soop
00030002,음악 스트리밍,896,['음악'],https://admin.img.sooplive.co.kr/category_img/2024/10/15/3063670d900a36b87.png,2025-09-26T21:18:15+00:00,soop
00040354,EA Sports FC 26,476,"['스포츠게임', '축구', '시뮬레이션']",https://admin.img.sooplive.co.kr/category_img/2025/09/26/732268d5f5f3587df.png,2025-09-26T21:18:15+00:00,soop
00270006,암호화폐,336,"['금융', '거래', '주가']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/9526670d90dd73a35.png,2025-09-26T21:18:15+00:00,soop
00040032,메이플스토리,332,['MMORPG'],https://admin.img.sooplive.co.kr/category_img/2025/08/21/996768a67d34c9dc1.jpg,2025-09-26T21:18:15+00:00,soop
00330000,먹방/쿡방,329,"['먹방', '쿡방']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/4487670d90e7c8791.png,2025-09-26T21:18:15+00:00,soop
00040035,그랜드 테프트 오토 V,281,"['액션', '어드벤처']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/9526670d901fea149.jpg,2025-09-26T21:18:15+00:00,soop
00040158,메이플스토리 월드,277,"['샌드박스', '플랫폼게임']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/3117670d9076deb54.png,2025-09-26T21:18:15+00:00,soop
00390024,YTN LIVE,266,"['뉴스', '시사', '사회', '정치']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/6437670d91462be63.jpg,2025-09-26T21:18:15+00:00,soop
00590000,더빙/라디오,249,"['라디오', '더빙', 'ASMR']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/7489670d9152a3346.jpg,2025-09-26T21:18:15+00:00,soop
00030001,음악 라이브,234,['음악'],https://admin.img.sooplive.co.kr/category_img/2024/10/15/2787670d90092f65d.png,2025-09-26T21:18:15+00:00,soop
00040110,발로란트,203,"['슈팅', 'FPS', '액션', '라이엇게임즈']",https://admin.img.sooplive.co.kr/category_img/2025/03/06/404067c901f797bf2.jpg,2025-09-26T21:18:15+00:00,soop
00740000,여행,190,['여행'],https://admin.img.sooplive.co.kr/category_img/2024/10/15/1663670d9158da437.png,2025-09-26T21:18:15+00:00,soop
00040070,FC 온라인,181,"['스포츠게임', '축구']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/9505670d902b5c773.jpg,2025-09-26T21:18:15+00:00,soop
00290005,시사,175,"['교양', '학습', '이슈', '뉴스']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/6083670d90e3a80d3.png,2025-09-26T21:18:15+00:00,soop
00020007,취미,150,['취미'],https://admin.img.sooplive.co.kr/category_img/2024/10/15/3781670d900509a1e.png,2025-09-26T21:18:15+00:00,soop
00040011,월드 오브 워크래프트,117,"['MMORPG', '오픈월드', '어드벤처']",https://admin.img.sooplive.co.kr/category_img/2024/10/15/7298670d9014911e3.jpg,2025-09-26T21:18:15+00:00,soop
