broad_no,broad_title,user_id,user_nick,view_cnt,broad_start,hash_tags,captured_at_utc,platform,category_no
286986086,홀쭉이 여름굿즈 나왔어요,yangdoki,양도끼,706,2025-08-26 17:58:55.0,"['노래', '외계인', '버튜버', '버추얼']",2025-08-26T10:23:29+00:00,soop,00810000
286988092,[여우도시 무한성] 나 박쟈오밍이다,soyoung6056,빡쏘,568,2025-08-26 18:58:51.0,"['소통', '뉴걸', '지력사무소', '지엉깔', '여우도시']",2025-08-26T10:23:29+00:00,soop,00810000
286985862,평형사의 하루ㅣ여우도시 11일차,insome0319,따린,451,2025-08-26 17:49:52.0,"['버츄얼', '따린', '개모임']",2025-08-26T10:23:29+00:00,soop,00810000
286988776,[하데스] 짧뱅,kymakyma,키마,377,2025-08-26 19:13:03.0,"['버추얼', '노래', '음악', '하데스', '키마']",2025-08-26T10:23:29+00:00,soop,00810000
286985580,기분 댕조타,hye11u,베베리,301,2025-08-26 17:37:04.0,"['베베리', '버추얼', '버튜버', '햄스터']",2025-08-26T10:23:29+00:00,soop,00810000
286988376,엣헴!🌙,givemecs,미녕이데꼬깨,215,2025-08-26 19:02:19.0,"['미녕이데려오깨', '버추얼', '미츄']",2025-08-26T10:23:29+00:00,soop,00810000
286983080,끄앗,eldk22,하디아_,205,2025-08-26 15:40:21.0,"['버츄얼', '토크', '틈새시장']",2025-08-26T10:23:29+00:00,soop,00810000
286988932,오늘 그라운디드2 합방 하는 날,rmlrl771,끠끼,185,2025-08-26 19:18:19.0,['버추얼'],2025-08-26T10:23:29+00:00,soop,00810000
286986026,오늘은 무슨일이!!,danz59,단즈_,130,2025-08-26 17:57:04.0,"['한화', '버추얼', '버츄얼']",2025-08-26T10:23:29+00:00,soop,00810000
286988904,하이루,baeksoon2,파니_,122,2025-08-26 19:17:27.0,"['파니', '소통', '종합게임', '백순이']",2025-08-26T10:23:29+00:00,soop,00810000
286988526,8시 그라운디드2 합방 (끠끼 라멜 칸 예다),caramel007,_카라멜,109,2025-08-26 19:06:30.0,"['게임', '라디오']",2025-08-26T10:23:29+00:00,soop,00810000
286983468,♥오후 4시의 요정 ⚡시트리⚡♥,vlupsitry,시트리,102,2025-08-26 16:01:38.0,"['VLUP', '종합게임', '버츄얼']",2025-08-26T10:23:29+00:00,soop,00810000
286984030,6시 본인의지로 하는 공겜,mmange2,망개♪,101,2025-08-26 16:31:22.0,"['뉴걸', '버츄얼', '버추얼', '애니']",2025-08-26T10:23:29+00:00,soop,00810000
286986134,7시) 월간 리뷰 데이 - 캠퍼스 라이브 미츄제 [플랜비 연습생],bamsaena,밤새나,96,2025-08-26 17:59:52.0,"['뉴걸', '신입', '소통', '라디오', '버추얼']",2025-08-26T10:23:29+00:00,soop,00810000
286985530,배고프다 밥 뭐먹지,muse0116,뮤즈_MUSE,87,2025-08-26 17:34:32.0,"['버튜버', '버추얼', '꼬라지']",2025-08-26T10:23:29+00:00,soop,00810000
286982350,💜 잔잔 소통,denebeu,데네브.,84,2025-08-26 15:01:30.0,"['폐수함', '뉴걸', '신입']",2025-08-26T10:23:29+00:00,soop,00810000
286981376,"녹초한테 사과하는 날 (룰렛 마지막 날/148개, 1110개🐻)",wggumteuli,왕꿈틀이__,81,2025-08-26 14:05:16.0,"['왕꿈틀이', '버추얼', '버튜버']",2025-08-26T10:23:29+00:00,soop,00810000
286986160,[플랜비 연습생] 연이봤 탈탈,9wang2,크앙희,81,2025-08-26 18:00:09.0,"['뉴걸', '노래', '게임', '소통', '버츄얼']",2025-08-26T10:23:29+00:00,soop,00810000
286986560,안넝안넝!!,cjstkdbsl3,깡담비,79,2025-08-26 18:11:16.0,"['버츄얼', '담비', '미숙이', '종겜']",2025-08-26T10:23:29+00:00,soop,00810000
286986696,저 친구가 없어요,vrecordyunon,유논_YUNON,79,2025-08-26 18:16:03.0,"['브이레코드', '이적', 'ASMR']",2025-08-26T10:23:29+00:00,soop,00810000
286980364,[결속!] 버갈통 솜미향 마지막화 [룰렛 50/500],myang0315,솜먕,78,2025-08-26 13:01:22.0,"['버츄얼', '결속아이돌', '샌드박스', '다람쥐', '버갈통']",2025-08-26T10:23:29+00:00,soop,00810000
286929820,좋은 저녁이신가요? ㅣ 다이아서버 노방종 222개 룰렛,ooonae,온네님,77,2025-08-24 14:40:06.0,"['라디오', '버츄얼', '노래', '버추얼', 'ASMR']",2025-08-26T10:23:29+00:00,soop,00810000
286985398,라즈 등장~!,razvlup,라즈ㆍ,73,2025-08-26 17:30:21.0,"['버추얼', '뉴걸', '청초', '브이럽', '이노빌']",2025-08-26T10:23:29+00:00,soop,00810000
286985912,[여우도시]10일차. 그래서 아직 순경임?,gosummer,고여름_,62,2025-08-26 17:51:54.0,"['고여름', '버츄얼', '고순경']",2025-08-26T10:23:29+00:00,soop,00810000
286988248,"🍒8시 그라운디드2 합방!(w.끠끼,카라멜,칸)",yeda1224,예다.,61,2025-08-26 19:00:27.0,"['버츄얼', '버튜버', '버추얼', '라디오']",2025-08-26T10:23:29+00:00,soop,00810000
286985984,즉석방셀 + 똥글 도저니 500개~ ʕっꈍᗜꈍςʔ ෆ,shaaee,샤애_,60,2025-08-26 17:55:24.0,"['뉴걸', '삼국지', '버추얼']",2025-08-26T10:23:29+00:00,soop,00810000
286983442,저녁에는 샥크랑 놀래요잉크?,usharko0o0,유샥크,53,2025-08-26 16:00:49.0,"['말랑', '상어', '유샥크']",2025-08-26T10:23:29+00:00,soop,00810000
286985336,93일차 뉴걸 시그널 안 본 눈과 뇌 삽니다,backsongorv,백송_,53,2025-08-26 17:28:19.0,"['오르빗', '뉴걸', '버추얼', '버튜버']",2025-08-26T10:23:29+00:00,soop,00810000
286985994,여우도시 경 장ㅎ 강예지,bb0rii,멍보리¿,52,2025-08-26 17:56:04.0,[],2025-08-26T10:23:29+00:00,soop,00810000
286987428,여우도시🦊 11일차 조까꿍,odoeun,쨈도은,51,2025-08-26 18:38:43.0,"['버츄얼', '이적', '뉴걸']",2025-08-26T10:23:29+00:00,soop,00810000
286985954,♥,carrot99,하카츄,49,2025-08-26 17:53:47.0,"['버츄얼', '버추얼', '소통', '노래', 'asmr']",2025-08-26T10:23:29+00:00,soop,00810000
286929656,99시간 노방종 다이아 1등해야합니다💙🍀ㅣAPI방셀룰렛있습니다!!(다이아전용의상),toree0409,토뤼,45,2025-08-24 14:32:10.0,"['버추얼', '노래', '토크', '신입', '뉴걸']",2025-08-26T10:23:29+00:00,soop,00810000
286928166,꾸리한다이아서버 222개 많관부!ㅎ0ㅎ api는 대결이로!,hibby1004,너보링,44,2025-08-24 13:30:13.0,"['버튜버', '버츄얼', '버추얼', '신입', '뉴걸']",2025-08-26T10:23:29+00:00,soop,00810000
286980774,✨ 후열 여우도시 찍먹 🫧,lina0108,유시노_리냐,43,2025-08-26 13:30:32.0,"['버튜버', '버츄얼', '용', '풀트', '댄스']",2025-08-26T10:23:29+00:00,soop,00810000
286977282,[24시간] ❤️ 당첨 15% 룰렛 66 당첨 25% 룰렛 124🍒 ,dalchesom,달체솜,42,2025-08-26 09:00:28.0,[],2025-08-26T10:23:29+00:00,soop,00810000
286986166,"[뉴걸] 귀여운 저 보러오세요 [룰렛 33,125,330 연차 11번]",youxhh,미코!,41,2025-08-26 18:00:11.0,"['버추얼', '버츄얼', '뉴걸', '소통', '룰렛']",2025-08-26T10:23:29+00:00,soop,00810000
286985682,"요일을 착각하는 스트리머가 있다 (룰렛 33, 연차 330)",nfortuneshi,샤이렌_EVE,40,2025-08-26 17:41:48.0,"['버츄얼', '뉴걸']",2025-08-26T10:23:29+00:00,soop,00810000
286988214,채팅 잘 읽어줌,quokka1228,김쿼카_,35,2025-08-26 19:00:14.0,[],2025-08-26T10:23:29+00:00,soop,00810000
286986126,[노휴방 569일/서말리] 녹두야) 여우도시 6일 차,nclavis06,클라비스,35,2025-08-26 17:59:47.0,"['아침', '뉴스', '버추얼']",2025-08-26T10:23:29+00:00,soop,00810000
286988284,뿌요뿌요뿌요뿌요뿌요,puyo0805,뿌요,35,2025-08-26 19:00:50.0,"['버츄얼', '신입']",2025-08-26T10:23:29+00:00,soop,00810000
