broad_no,broad_title,user_id,user_nick,view_cnt,broad_start,hash_tags,captured_at_utc,platform,category_no
286978914,늦잠 잣다는거임,mawang0216,마왕0216,432,2025-08-26 11:17:46.0,"['심연', 'AI', '인공지능']",2025-08-26T04:26:12+00:00,soop,00810000
286976300,오랜만에 힐링 유로트럭^^ 영풍환영,kumamyong,쿠마묭,126,2025-08-26 06:55:32.0,"['버튜버', '뉴스', '버츄얼', '버추얼']",2025-08-26T04:26:12+00:00,soop,00810000
286979528,곤듀 살려,limivlup,리미★,109,2025-08-26 12:01:07.0,"['브이럽', '리미', '한일합작', '일본어', '日本語']",2025-08-26T04:26:12+00:00,soop,00810000
286979532,카페 탐방💛,sshh135,이야__,82,2025-08-26 12:01:18.0,"['버추얼', '노래', '라이브', '가요', '팝송']",2025-08-26T04:26:12+00:00,soop,00810000
286929820,좋은 아침이신가요? ㅣ 다이아서버 노방종 222개 룰렛,ooonae,온네님,70,2025-08-24 14:40:06.0,"['라디오', '버츄얼', '노래', '버추얼', 'ASMR']",2025-08-26T04:26:12+00:00,soop,00810000
286976260,"[노휴방 569일/서말리] 비키니 룰렛 99개, 확정 1422 / 2822",nclavis06,클라비스,64,2025-08-26 06:49:10.0,"['아침', '뉴스', '버추얼']",2025-08-26T04:26:12+00:00,soop,00810000
286980364,[결속!] 버갈통 솜먕 등장이오 [룰렛 50/500],myang0315,솜먕,62,2025-08-26 13:01:22.0,"['버츄얼', '결속아이돌', '샌드박스', '다람쥐', '버갈통']",2025-08-26T04:26:12+00:00,soop,00810000
286977816,오후다나ㅣ룩북 이벤트 33개룰렛 330개연차o,tjrghd1202,김다나_,52,2025-08-26 09:55:58.0,"['노래', '뉴걸', '소통', '라이브']",2025-08-26T04:26:12+00:00,soop,00810000
286979514,뉴걸) 잠이 덜 깨서 살짝 멍충해요,sirus2,시루♪,48,2025-08-26 12:00:51.0,"['뉴걸', '시루', '엘리브에잇', '버추얼', '버츄얼']",2025-08-26T04:26:12+00:00,soop,00810000
286980316,방송 500일의 노이노이💕,noivlup,노이_Vlup,44,2025-08-26 12:59:37.0,"['노이', '브이럽']",2025-08-26T04:26:12+00:00,soop,00810000
