broad_no,broad_title,user_id,user_nick,view_cnt,broad_start,hash_tags,captured_at_utc,platform,category_no
287671226,1시) 고멤이 소개하는 고멤 설명회,dandapbug0,단답벌레.,3193,2025-09-20 12:34:01.0,"['왁타버스', '고멤', '단답벌레']",2025-09-20T06:29:02Z,soop,00810000
287671726,유튜브가리 어케 해야 유튜브가 성장할까,htvv2i,햇비,759,2025-09-20 13:00:51.0,"['버튜버', '노래']",2025-09-20T06:29:02Z,soop,00810000
287671862,밥먹고 연습 해야겟군,mawang0216,마왕0216,699,2025-09-20 13:07:04.0,"['심연', 'AI', '인공지능']",2025-09-20T06:29:02Z,soop,00810000
287673666,10 10 9 의 구슬요 | 버육대 2일차 ( 수영 역도 권총사격 ),beadyo97,구슬요,504,2025-09-20 14:32:04.0,"['구슬요', '감나무', '개모임']",2025-09-20T06:29:02Z,soop,00810000
287673942,낮뱅 개오랜만 [아카이브],yeorumi030,여르미_,490,2025-09-20 14:44:29.0,['아카이브'],2025-09-20T06:29:02Z,soop,00810000
287669608,시간이 참 빨라,muse0116,뮤즈_MUSE,366,2025-09-20 10:53:44.0,"['버튜버', '버추얼', '꼬라지']",2025-09-20T06:29:02Z,soop,00810000
287673036,[뻐스시간/버컴] 3시 반) 설문콘텐츠! 합법리모컨 읽어보기,chachki,차쯔키,306,2025-09-20 14:01:39.0,"['버추얼', '착즙기', '악마', '정쌍수', '버컴']",2025-09-20T06:29:02Z,soop,00810000
287621380,[강씨세가] 강만식 게이돔 노래 들으면서 출근들 하세용,rkdakstlr911,강만식,194,2025-09-18 17:28:51.0,[],2025-09-20T06:29:02Z,soop,00810000
287671388,이제는 말 할 수있다 버인협회,ry0135,송소미_,166,2025-09-20 12:44:47.0,"['버추얼', '뮤지컬', '뉴걸', '버인협회']",2025-09-20T06:29:02Z,soop,00810000
287671686,좀보이드 해볼거에연 잘몰라연,hachi97,하치_HACHI,153,2025-09-20 13:00:05.0,"['버튜버', '버추얼', '종합게임', '아이작', '꼬라지']",2025-09-20T06:29:02Z,soop,00810000
287673698,[조적단] 안녕하소,earlgre0u0,얼그레,145,2025-09-20 14:33:21.0,"['버츄얼', '호잇호잇', '이얍']",2025-09-20T06:29:02Z,soop,00810000
287671628,대별이네,sikhye1004,거대별,121,2025-09-20 12:57:16.0,"['거태식', '뉴걸', '버츄얼', '버튜버', '거라벨']",2025-09-20T06:29:02Z,soop,00810000
287671152,히히 안녕하세요,moolchoco,물초코,118,2025-09-20 12:30:14.0,"['물건적본진', '지력사무소']",2025-09-20T06:29:02Z,soop,00810000
287672330,[아카이브] 포켓몬 어나더레드 리그 기기,u3ams2,u32,101,2025-09-20 13:31:10.0,['아카이브'],2025-09-20T06:29:02Z,soop,00810000
287672954,[베이블루] 스불재를...해버렸어요.. / 메이드카페 in조선,lighthoong,설홍♪,100,2025-09-20 14:00:03.0,"['뉴걸', '버츄얼', '국악', '베이블루']",2025-09-20T06:29:02Z,soop,00810000
287674108,어나더레드 하기 전에 푸키몬 상성 공부,hinqocorv,힌콕,99,2025-09-20 14:50:50.0,"['러비타', '댄스', '춤', '킹콩', '엥콕']",2025-09-20T06:29:02Z,soop,00810000
287670146,마병대 몰입도 뭐임..? ㅎ ㅏ..   [오후6시: 홋치원 ],donggeul2,호미밍,95,2025-09-20 11:28:46.0,"['버튜버', '고글이']",2025-09-20T06:29:02Z,soop,00810000
287668856,FA 새잎이의 홀로서기,likey0u,새잎,85,2025-09-20 09:59:47.0,"['버츄얼', '뉴걸', '신입', '롤']",2025-09-20T06:29:02Z,soop,00810000
287669136,"🖤에이프런 채아🖤&lt;오늘까지 50개,500개(11회) 블프데이&gt;",gio12025,류채아,77,2025-09-20 10:17:14.0,"['신입', '버추얼', '황보옥주', '소통']",2025-09-20T06:29:02Z,soop,00810000
287671744,[결속!] 솜먕 오리지널 곡 펀딩 오픈!,myang0315,솜먕,72,2025-09-20 13:01:48.0,"['버츄얼', '노래', '결속아이돌', '다람쥐', '버갈통']",2025-09-20T06:29:02Z,soop,00810000
287674406,[버컴/황쌀단] 이제는 보여줄때..,amaiyk0105,아마이유키,71,2025-09-20 15:00:35.0,"['버추얼', '크레비쥬', '뉴걸', '버컴']",2025-09-20T06:29:02Z,soop,00810000
287667358," [노휴방 594일/서말리] 3시 [서말리] 크루 컨텐츠 마크, 시련의 탑 - 내 땅만 밟아라",nclavis06,클라비스,68,2025-09-20 06:59:49.0,"['아침', '뉴스', '버추얼']",2025-09-20T06:29:02Z,soop,00810000
